province,year,month,vv_db,vh_db
Daykundi,2019,6,-8.335047232753755,-15.974800058659609
Panjsher,2019,6,-9.212167938909307,-17.778358031513157
Parwan,2019,6,-8.510354008214849,-16.301084999170943
Uruzgan,2019,6,-8.53291450844508,-16.018109086638663
Badakhshan,2019,6,-9.441553261720598,-17.94240512186352
Badghis,2019,6,-11.820391798741573,-20.387611774562345
Baghlan,2019,6,-10.472041302001221,-19.03169055007755
Balkh,2019,6,-14.494393931503375,-23.89325651635155
Bamyan,2019,6,-9.647453038397868,-17.554022438109826
Farah,2019,6,-10.947204801015985,-19.88509217391892
Faryab,2019,6,-13.291680753666084,-22.284367242260593
Ghazni,2019,6,-10.89100979955925,-18.73378693215156
Ghor,2019,6,-9.94406880574796,-17.743312640330792
Hilmand,2019,6,-14.80596704122939,-24.505701574190926
Hirat,2019,6,-12.191190259200647,-20.775452856791627
Jawzjan,2019,6,-16.218708990595353,-24.65930827557338
Kabul,2019,6,-9.025068784782809,-16.715759873352
Kandahar,2019,6,-15.53191171064698,-23.83729641685917
Kapisa,2019,6,-8.021464016956863,-15.799093389448283
Kunar,2019,6,-7.992547372237183,-15.479489062525422
Kunduz,2019,6,-15.030742983849617,-24.12531795321457
Laghman,2019,6,-8.848854567551438,-17.03553393357088
Logar,2019,6,-9.791649192967162,-17.807150466156752
Nangarhar,2019,6,-8.79979872604671,-16.546439140208733
Nimroz,2019,6,-15.957163525710016,-27.812259336919606
Nuristan,2019,6,-8.696562297515117,-17.38296759350233
Paktya,2019,6,-9.494676791630924,-17.501786442745612
Samangan,2019,6,-10.624474813363493,-18.772170612278597
Sar-e-Pul,2019,6,-10.776036928498021,-19.370332474870935
Takhar,2019,6,-10.016584924721915,-18.78735757757651
Wardak,2019,6,-9.450189326097258,-17.262444981680133
Zabul,2019,6,-10.826618645275403,-19.017304508369538
Khost,2019,7,-8.668188010277307,-16.56131762171316
Paktika,2019,7,-11.412365459424757,-20.19376053379641
Daykundi,2019,7,-8.006554267612662,-15.577874707094423
Panjsher,2019,7,-7.600737426823975,-15.4813473044582
Parwan,2019,7,-8.0397392739805,-15.637544014112168
Uruzgan,2019,7,-8.147782616747852,-15.51189108524548
Badakhshan,2019,7,-8.755908929934915,-16.81055800088242
Badghis,2019,7,-12.197284476955156,-21.41979163249509
Baghlan,2019,7,-10.177536704465581,-18.639860957314916
Balkh,2019,7,-14.438229116084427,-24.01534392684548
Bamyan,2019,7,-9.270423281391823,-16.757572409489253
Farah,2019,7,-10.69964392849873,-19.462593619415934
Faryab,2019,7,-13.753547747096485,-23.15505772384712
Ghazni,2019,7,-10.765948990579915,-18.51407939839779
Ghor,2019,7,-9.69559933799589,-17.37140080702421
Hilmand,2019,7,-14.777729008606933,-24.303159308403483
Hirat,2019,7,-12.07390576341489,-20.83782808925323
Jawzjan,2019,7,-16.999005155451965,-25.808005388795458
Kabul,2019,7,-8.828580012716774,-16.497785878014163
Kandahar,2019,7,-15.424841240926721,-23.79527327846474
Kapisa,2019,7,-7.82582349395659,-15.506248189464516
Kunar,2019,7,-7.981973167668902,-15.308649019275238
Kunduz,2019,7,-15.52446085006698,-24.659118607071893
Laghman,2019,7,-8.603504459278701,-16.70754033840702
Logar,2019,7,-9.473609130296019,-17.418665700099567
Nangarhar,2019,7,-8.667301605243141,-16.26967723089869
Nimroz,2019,7,-15.856947842943825,-27.500707713555197
Nuristan,2019,7,-7.352654999718858,-15.513902857678113
Paktya,2019,7,-9.327789493858111,-17.356784648308942
Samangan,2019,7,-10.506564747822177,-18.568785261548356
Sar-e-Pul,2019,7,-10.667890199694561,-19.182273519917942
Takhar,2019,7,-9.977494797855545,-18.794361063868845
Wardak,2019,7,-9.144822080149108,-16.792176459017483
Zabul,2019,7,-10.938800889995848,-19.09634736456491
Khost,2019,8,-8.982291014017951,-16.75632336016694
Paktika,2019,8,-11.737774163365309,-20.569853015373162
Daykundi,2019,8,-8.130357139062689,-15.662733308730695
Panjsher,2019,8,-7.019540715409947,-14.596970556677688
Parwan,2019,8,-7.990812209533153,-15.564174764458432
Uruzgan,2019,8,-8.210043798147657,-15.507521737632628
Badakhshan,2019,8,-8.308037540359338,-16.138750259576504
Badghis,2019,8,-12.346173767625087,-21.8680201075691
Baghlan,2019,8,-10.099925773596317,-18.545957870784154
Balkh,2019,8,-14.786612923862132,-24.21646722821034
Bamyan,2019,8,-9.268720799043816,-16.818971176770937
Farah,2019,8,-10.707894483267932,-19.443813272256357
Faryab,2019,8,-13.829582264469265,-23.637562812806316
Ghazni,2019,8,-10.777057931304684,-18.760734921924747
Ghor,2019,8,-9.606620476392843,-17.475617360293306
Hilmand,2019,8,-14.73425430769706,-24.312246151600505
Hirat,2019,8,-12.382508127689336,-21.254893779400604
Jawzjan,2019,8,-17.339626892704903,-26.434263199407358
Kabul,2019,8,-8.976115440418754,-16.651867282516747
Kandahar,2019,8,-15.627214971413244,-24.056143387955345
Kapisa,2019,8,-7.881606607827096,-15.535877826768674
Kunar,2019,8,-7.962702010009626,-15.39222940316227
Kunduz,2019,8,-15.456977756951186,-24.536515416951573
Laghman,2019,8,-8.630910242502857,-16.81887532487476
Logar,2019,8,-9.620546859377646,-17.45984719052722
Nangarhar,2019,8,-8.756305587037945,-16.536640848588334
Nimroz,2019,8,-15.965981406391293,-27.557682103797696
Nuristan,2019,8,-7.080099490034044,-15.256131829777859
Paktya,2019,8,-9.751353606039897,-17.723155493825608
Samangan,2019,8,-10.617523001801757,-18.770793716602913
Sar-e-Pul,2019,8,-10.718564864608329,-19.304599268439027
Takhar,2019,8,-9.645743659714153,-18.419239441309387
Wardak,2019,8,-9.206187745779125,-17.018785961048327
Zabul,2019,8,-10.968989550184796,-19.287809160421464
Khost,2019,9,-9.086142894277222,-16.779486066417576
Paktika,2019,9,-11.714242082472163,-20.543020564618583
Daykundi,2019,9,-7.801444132525999,-15.396012841493901
Panjsher,2019,9,-6.908511321210873,-14.480632948105498
Parwan,2019,9,-8.031784247453322,-15.598290254520572
Uruzgan,2019,9,-8.016034718896186,-15.298967198534847
Badakhshan,2019,9,-8.039125542601536,-15.70086606168789
Badghis,2019,9,-12.643300363954996,-22.254710358336595
Baghlan,2019,9,-10.19663979506859,-18.595145142456275
Balkh,2019,9,-14.492235792768577,-24.12469205823866
Bamyan,2019,9,-9.136808023298473,-16.65228737447166
Farah,2019,9,-10.76404464554592,-19.394042110837304
Faryab,2019,9,-14.259627436421026,-24.188054150797072
Ghazni,2019,9,-10.948626010986427,-18.78549708206018
Ghor,2019,9,-9.75191288633535,-17.603527332631902
Hilmand,2019,9,-14.808042173135304,-24.25229595432622
Hirat,2019,9,-12.503781460599145,-21.53608578630009
Jawzjan,2019,9,-17.6981803613001,-27.034793244692178
Kabul,2019,9,-8.899992477565814,-16.675960737179494
Kandahar,2019,9,-15.48153332151631,-24.050527969870434
Kapisa,2019,9,-7.892541298980659,-15.658651940030003
Kunar,2019,9,-8.343223097924376,-15.684867295845628
Kunduz,2019,9,-15.771857343483719,-24.755678266565614
Laghman,2019,9,-8.73418355508598,-16.879115519740942
Logar,2019,9,-9.510800449573196,-17.49166693930471
Nangarhar,2019,9,-8.892779906134223,-16.59873961897055
Nimroz,2019,9,-15.921957593039275,-27.478368527088886
Nuristan,2019,9,-7.071343806881657,-14.949310890184899
Paktya,2019,9,-9.641292059722309,-17.676004146797244
Samangan,2019,9,-10.522265392339861,-18.68537319953411
Sar-e-Pul,2019,9,-10.65974474603296,-19.335848415728517
Takhar,2019,9,-9.931321334870315,-18.675059739086443
Wardak,2019,9,-9.305820377498774,-16.988211878954285
Zabul,2019,9,-10.98390741089215,-19.12641396408143
Khost,2019,10,-9.369072746962535,-17.35949917596499
Paktika,2019,10,-12.029608939412213,-21.024497277672772
Daykundi,2019,10,-8.265151128644701,-16.317553862391005
Panjsher,2019,10,-7.9881537153650966,-16.436960085970398
Parwan,2019,10,-8.611524366823915,-16.893590390836774
Uruzgan,2019,10,-8.499210200708415,-16.047070660200315
Badakhshan,2019,10,-8.435339897736869,-16.680448613312073
Badghis,2019,10,-12.736848795293508,-22.771697539971974
Baghlan,2019,10,-10.578752028690444,-19.422665332066867
Balkh,2019,10,-15.038571516728881,-24.820368116038857
Bamyan,2019,10,-9.702623320211584,-17.791144164540803
Farah,2019,10,-10.813099151269746,-19.629550793348855
Faryab,2019,10,-14.29279076433659,-24.701841946027244
Ghazni,2019,10,-11.146071943707328,-19.47608145642202
Ghor,2019,10,-9.80100993025983,-18.25304878323247
Hilmand,2019,10,-15.016180122481455,-24.579863895241928
Hirat,2019,10,-12.582126234528701,-22.007580249810157
Jawzjan,2019,10,-18.231991728312742,-27.92409035134168
Kabul,2019,10,-9.424601886033331,-17.699234568121398
Kandahar,2019,10,-15.745770509001328,-24.45780990452401
Kapisa,2019,10,-8.508460493673992,-16.890575292072224
Kunar,2019,10,-8.174666522033574,-15.857185411675054
Kunduz,2019,10,-15.926431477364554,-25.207160573189626
Laghman,2019,10,-8.952073189161448,-17.42959987470149
Logar,2019,10,-10.129467061942918,-18.436362655436227
Nangarhar,2019,10,-9.043978860060783,-17.1533866580398
Nimroz,2019,10,-16.023685269173143,-27.578391003487734
Nuristan,2019,10,-7.527835642509714,-15.964796858459039
Paktya,2019,10,-10.146948972322337,-18.577081105858426
Samangan,2019,10,-10.961272592551952,-19.395457845116706
Sar-e-Pul,2019,10,-10.943792324324477,-20.11380281106221
Takhar,2019,10,-10.033533192671701,-19.348474652685717
Wardak,2019,10,-9.693267632334742,-17.920540087679896
Zabul,2019,10,-11.115459533747973,-19.533388419062543
Khost,2019,11,-8.823022711352479,-17.285631127049424
Paktika,2019,11,-12.127118074949719,-22.00484739381505
Daykundi,2019,11,-8.485657256111123,-17.47080592791457
Panjsher,2019,11,-8.167142918398742,-16.575385949323486
Parwan,2019,11,-8.853751481231999,-17.65325587780137
Uruzgan,2019,11,-8.5418075749019,-17.58605775213059
Badakhshan,2019,11,-8.416857670062457,-16.773934685945108
Badghis,2019,11,-12.440481884769175,-23.32635764490883
Baghlan,2019,11,-10.435720905211623,-19.681086991066095
Balkh,2019,11,-14.36517872478637,-25.258587393451954
Bamyan,2019,11,-10.27549749418787,-19.344976660688594
Farah,2019,11,-11.10004140955785,-20.7554144664694
Faryab,2019,11,-13.670292210149833,-25.028610562920917
Ghazni,2019,11,-11.68940550382195,-21.21360952796452
Ghor,2019,11,-10.313057380813765,-19.959348162081287
Hilmand,2019,11,-14.818770742194252,-25.400616072764553
Hirat,2019,11,-12.369264790543445,-22.565705580952027
Jawzjan,2019,11,-17.133941582331005,-28.037540936493816
Kabul,2019,11,-8.840525400186083,-17.714708343621204
Kandahar,2019,11,-15.386601180532137,-25.173004120491285
Kapisa,2019,11,-8.052826627316533,-16.947237588799275
Kunar,2019,11,-8.044355533403419,-16.101983532675852
Kunduz,2019,11,-14.89431542832299,-24.487520029083324
Laghman,2019,11,-8.745279850238619,-17.51439732209598
Logar,2019,11,-10.072435458966325,-19.246160784202953
Nangarhar,2019,11,-8.984432185553311,-17.51833959645772
Nimroz,2019,11,-15.73856802638698,-27.97440939891728
Nuristan,2019,11,-7.709930039045722,-15.876659368628001
Paktya,2019,11,-9.749928339794593,-18.83500935774005
Samangan,2019,11,-11.226909098149264,-20.976692124594926
Sar-e-Pul,2019,11,-10.76299715034423,-20.772078504649674
Takhar,2019,11,-9.39507311726706,-18.999446496876292
Wardak,2019,11,-10.272059780871063,-19.409929413516018
Zabul,2019,11,-11.462083908396794,-21.06919473990725
Khost,2019,12,-9.550934187764662,-17.712210396161744
Paktika,2019,12,-11.968835940836376,-22.220989623865155
Daykundi,2019,12,-9.267640370877546,-18.07872816008282
Panjsher,2019,12,-8.251403017495996,-16.438491519265423
Parwan,2019,12,-8.945699568954012,-17.698914684992115
Uruzgan,2019,12,-9.258883278873391,-18.096224063643202
Badakhshan,2019,12,-8.80901126780742,-17.147375176693988
Badghis,2019,12,-11.637478130927766,-22.589644659954924
Baghlan,2019,12,-10.481574327612458,-19.9907289190548
Balkh,2019,12,-14.641468124218429,-25.746260787347246
Bamyan,2019,12,-10.764526496938702,-19.761761786451025
Farah,2019,12,-11.390170973185398,-21.405773544321512
Faryab,2019,12,-14.51400023694952,-25.855756272025562
Ghazni,2019,12,-11.62126288588144,-21.4594858883385
Ghor,2019,12,-10.983168573758402,-20.657905632947006
Hilmand,2019,12,-15.20446964021148,-25.90854817343726
Hirat,2019,12,-13.06425763851022,-23.755128443852044
Jawzjan,2019,12,-18.328383151655174,-29.36652892834779
Kabul,2019,12,-9.682085510199396,-18.37519508611527
Kandahar,2019,12,-15.796462643589017,-25.688784236629747
Kapisa,2019,12,-8.554551351090456,-17.276820205812346
Kunar,2019,12,-8.69388936126568,-16.756874279950473
Kunduz,2019,12,-15.452107823646081,-25.73409034042158
Laghman,2019,12,-9.339547859416246,-17.882665177787597
Logar,2019,12,-10.536196042885837,-19.64740049029726
Nangarhar,2019,12,-9.47035018629932,-17.783824504387788
Nimroz,2019,12,-16.228244991077524,-28.634462924184618
Nuristan,2019,12,-7.969407070267044,-16.06710651487301
Paktya,2019,12,-10.384773587500236,-19.57915796603427
Samangan,2019,12,-11.70752985706102,-21.52097046110439
Sar-e-Pul,2019,12,-11.666668151244922,-21.664074965046012
Takhar,2019,12,-10.228606342319363,-20.091610009350394
Wardak,2019,12,-10.184235721055924,-19.443421731112796
Zabul,2019,12,-11.371857982725492,-21.304537666739204
Khost,2020,1,-9.214265813982776,-17.740022782319553
Paktika,2020,1,-12.133920981896246,-22.087773131714886
Daykundi,2020,1,-9.728738204624753,-18.622333994685015
Panjsher,2020,1,-8.315561270373568,-16.553448133383732
Parwan,2020,1,-9.599354585557219,-18.272820668640485
Uruzgan,2020,1,-9.542923671667754,-18.65008167069757
Badakhshan,2020,1,-8.74549827658819,-17.040785522805596
Badghis,2020,1,-11.474779235445245,-22.140382135640618
Baghlan,2020,1,-10.853931668575761,-20.289648011065072
Balkh,2020,1,-14.93647368508821,-25.31274121728066
Bamyan,2020,1,-10.95787504327049,-19.724451539011643
Farah,2020,1,-11.409690730702051,-21.562540996980733
Faryab,2020,1,-13.175781856959906,-24.123700994856893
Ghazni,2020,1,-12.184094416816485,-21.649103701310597
Ghor,2020,1,-11.478497802870129,-21.010756350210308
Hilmand,2020,1,-14.504289452095636,-24.92276873962017
Hirat,2020,1,-12.308909431034637,-22.97411567879688
Jawzjan,2020,1,-16.376216402397613,-26.93651253918643
Kabul,2020,1,-10.046684787677018,-19.002728749305533
Kandahar,2020,1,-14.715638551433006,-24.48974000900636
Kapisa,2020,1,-9.08074137875186,-18.02318903671857
Kunar,2020,1,-8.344178056018167,-16.45666089470349
Kunduz,2020,1,-15.415383386500457,-24.995923473183023
Laghman,2020,1,-8.681034209592296,-17.480376871694787
Logar,2020,1,-11.344027560096274,-20.66022189827154
Nangarhar,2020,1,-9.095399464610168,-17.820729278787894
Nimroz,2020,1,-15.762931510266739,-27.502155395687172
Nuristan,2020,1,-7.601982010093988,-15.57808194479084
Paktya,2020,1,-10.93267422850801,-20.20322475516592
Samangan,2020,1,-12.05748529510929,-21.66314783645356
Sar-e-Pul,2020,1,-11.35996889646163,-21.286073002380412
Takhar,2020,1,-9.833268315260083,-19.702807502116034
Wardak,2020,1,-10.92257582243607,-19.976670926990337
Zabul,2020,1,-11.580225737086902,-21.452622053134593
Khost,2020,2,-9.45250059866207,-17.699451009818585
Paktika,2020,2,-12.378106775774206,-21.966208294202154
Daykundi,2020,2,-9.732446732638136,-18.694940162560382
Panjsher,2020,2,-8.316299528290859,-16.451821911938133
Parwan,2020,2,-9.247764544995881,-18.08862322779475
Uruzgan,2020,2,-9.670776273383654,-18.646762808858135
Badakhshan,2020,2,-8.767949782613751,-16.908291553742558
Badghis,2020,2,-12.400348691933804,-22.656815970585324
Baghlan,2020,2,-10.324473156702657,-19.61993128033154
Balkh,2020,2,-13.707619386849972,-23.694266734467103
Bamyan,2020,2,-10.980542340235973,-19.727342436544934
Farah,2020,2,-11.820857084485946,-21.14088504310708
Faryab,2020,2,-12.691580189846862,-22.981902468042257
Ghazni,2020,2,-12.824530444122715,-21.822197308327198
Ghor,2020,2,-11.441651366113325,-20.79223876363767
Hilmand,2020,2,-15.363620450034936,-24.452866450956424
Hirat,2020,2,-13.134196743581832,-23.029141322083113
Jawzjan,2020,2,-15.86447199625669,-25.53643934810787
Kabul,2020,2,-9.476173516101078,-18.52355268175018
Kandahar,2020,2,-14.859772205166784,-23.890628702057082
Kapisa,2020,2,-8.530838914733321,-17.497429819157983
Kunar,2020,2,-8.518766531432835,-16.356598537192085
Kunduz,2020,2,-14.28114682724,-23.452169341067002
Laghman,2020,2,-9.25715691531798,-17.716144609446815
Logar,2020,2,-11.079630320083169,-20.348530245335144
Nangarhar,2020,2,-9.492137758214593,-17.740420808139906
Nimroz,2020,2,-16.62270546694478,-26.7127214617788
Nuristan,2020,2,-7.883410374886456,-15.557256280318569
Paktya,2020,2,-10.525508583870433,-19.62058753714888
Samangan,2020,2,-11.310261082564292,-20.900341276039985
Sar-e-Pul,2020,2,-10.951103917250794,-20.461469837696416
Takhar,2020,2,-9.45104672985628,-19.078839769862466
Wardak,2020,2,-10.943125212023915,-20.04853034430962
Zabul,2020,2,-12.203514169467946,-21.686647371425995
Khost,2020,3,-8.461498895808154,-16.740894390304952
Paktika,2020,3,-10.858656346187548,-20.584692335811624
Daykundi,2020,3,-9.283809739464825,-18.021089339367354
Panjsher,2020,3,-8.120341823910968,-16.124954940522418
Parwan,2020,3,-9.11730972513154,-17.887273202886362
Uruzgan,2020,3,-9.192635821243273,-18.032477616547794
Badakhshan,2020,3,-8.579983679061343,-16.656733504499403
Badghis,2020,3,-10.741359859907796,-20.3356524238226
Baghlan,2020,3,-9.873828962897985,-19.00954731491609
Balkh,2020,3,-14.255534873890092,-23.82137128922777
Bamyan,2020,3,-11.043146508040028,-19.767517443102676
Farah,2020,3,-11.538202138221717,-20.684792967813753
Faryab,2020,3,-12.473165790081504,-22.078691941480017
Ghazni,2020,3,-11.763750048968536,-21.05406022857695
Ghor,2020,3,-10.705740109967639,-19.876596605289482
Hilmand,2020,3,-14.796524043682204,-23.609199032817315
Hirat,2020,3,-12.328925715370852,-22.063606639846473
Jawzjan,2020,3,-16.30466061622018,-25.041459192631297
Kabul,2020,3,-8.565463580968668,-17.62871693615653
Kandahar,2020,3,-13.799463539647425,-22.596867600878976
Kapisa,2020,3,-7.994193529962362,-16.708344814842263
Kunar,2020,3,-8.146056622868599,-15.832167664706303
Kunduz,2020,3,-14.19340875339315,-22.932673239882416
Laghman,2020,3,-8.442366961718964,-17.02955168173443
Logar,2020,3,-10.3073044114535,-19.67248735178854
Nangarhar,2020,3,-8.732051762354054,-17.070984436886732
Nimroz,2020,3,-16.49552231835336,-26.49847949765135
Nuristan,2020,3,-7.526019389324294,-15.10932624069238
Paktya,2020,3,-9.79110231171625,-18.85749186385073
Samangan,2020,3,-10.469931976160144,-20.207895262606996
Sar-e-Pul,2020,3,-10.479846524588892,-19.91033847492662
Takhar,2020,3,-8.754015084498985,-18.15988954436531
Wardak,2020,3,-11.17759344335167,-20.124389498988073
Zabul,2020,3,-10.483990990612323,-20.153379770290712
Khost,2020,4,-8.46510817744625,-16.577475621758705
Paktika,2020,4,-11.253940122472596,-20.427532142937928
Daykundi,2020,4,-8.885656509397315,-17.46040365939171
Panjsher,2020,4,-9.23594027855465,-17.43416757899656
Parwan,2020,4,-9.450623586897883,-18.034446082948026
Uruzgan,2020,4,-9.30299781467629,-17.622430994789976
Badakhshan,2020,4,-8.807938689133941,-17.00619957832823
Badghis,2020,4,-10.46395254753698,-19.49311298391427
Baghlan,2020,4,-9.551620125909864,-18.364557528117814
Balkh,2020,4,-13.618843354540836,-22.556127055162374
Bamyan,2020,4,-11.2085757417448,-19.801797631170476
Farah,2020,4,-11.402524200035336,-20.513045658585884
Faryab,2020,4,-11.352175603807591,-20.15331724002611
Ghazni,2020,4,-11.877985155569265,-20.701314752463333
Ghor,2020,4,-10.235677872451282,-19.362666547416044
Hilmand,2020,4,-14.90628988018109,-23.426722981144543
Hirat,2020,4,-11.464382407817146,-20.648153303799955
Jawzjan,2020,4,-15.258801137778843,-23.177787018386322
Kabul,2020,4,-8.826511472216945,-17.49244683665149
Kandahar,2020,4,-14.546078434292909,-22.37659696223188
Kapisa,2020,4,-8.421093649838475,-16.955122581966204
Kunar,2020,4,-8.432235277100311,-15.982021950705288
Kunduz,2020,4,-14.418554303613774,-22.360206504752384
Laghman,2020,4,-9.093982177864541,-17.311088490035058
Logar,2020,4,-9.703300503611493,-18.917405987880123
Nangarhar,2020,4,-9.078800285905912,-17.00665527867201
Nimroz,2020,4,-16.24982935583668,-26.398690008722834
Nuristan,2020,4,-9.038715811206606,-16.976543405392373
Paktya,2020,4,-9.038520968870307,-17.969565665123707
Samangan,2020,4,-10.179590039676597,-19.61494478443498
Sar-e-Pul,2020,4,-10.358280532583453,-19.06407809914339
Takhar,2020,4,-9.123681395413792,-17.93332517921335
Wardak,2020,4,-11.115500111487478,-19.93634836487285
Zabul,2020,4,-11.577036816139747,-20.302644418093433
Khost,2020,5,-9.069943057780224,-16.85898102915452
Paktika,2020,5,-11.664112916964774,-20.015255723345422
Daykundi,2020,5,-8.706703126321555,-16.70411947962037
Panjsher,2020,5,-10.395686541125722,-18.812647562292355
Parwan,2020,5,-9.205218953094462,-17.270268441038244
Uruzgan,2020,5,-8.989896964677785,-16.6867583207987
Badakhshan,2020,5,-9.11639170190064,-17.384674308049824
Badghis,2020,5,-11.649182164867502,-19.844859674000446
Baghlan,2020,5,-10.048298118937684,-18.41262487108277
Balkh,2020,5,-14.049361308356463,-22.26318052150924
Bamyan,2020,5,-9.951477961464409,-18.536523172676173
Farah,2020,5,-11.10621693128435,-19.744239795834687
Faryab,2020,5,-12.8961746276034,-21.142580302533595
Ghazni,2020,5,-11.138903490700438,-19.341181783557744
Ghor,2020,5,-10.092841591123795,-18.39254707225361
Hilmand,2020,5,-14.701620770544936,-23.192449472572388
Hirat,2020,5,-12.102574968178812,-20.344311457179995
Jawzjan,2020,5,-16.139641967127417,-23.583234320632474
Kabul,2020,5,-9.19200054460972,-17.1238971284483
Kandahar,2020,5,-15.081503237208416,-22.655945834108184
Kapisa,2020,5,-8.41878805291962,-16.516284918440878
Kunar,2020,5,-8.134074698350068,-15.679219439030712
Kunduz,2020,5,-14.736430071952533,-22.20587124970257
Laghman,2020,5,-9.108456215277146,-17.249264963763256
Logar,2020,5,-10.06661629451755,-18.281224611212586
Nangarhar,2020,5,-9.091846712479866,-16.804895297960194
Nimroz,2020,5,-15.74924231686435,-25.926925509768537
Nuristan,2020,5,-9.396319053238145,-17.80688366960993
Paktya,2020,5,-9.660806296463907,-17.78598441638043
Samangan,2020,5,-9.85562442802912,-18.370821962528307
Sar-e-Pul,2020,5,-10.562380456599778,-18.791732419417787
Takhar,2020,5,-9.847754008529835,-18.045033703452262
Wardak,2020,5,-9.95262262011542,-18.437830892899303
Zabul,2020,5,-11.014223958501125,-19.191551935991768
Khost,2020,6,-9.029164293045577,-16.836411346199245
Paktika,2020,6,-11.316916298445493,-19.62218814078889
Daykundi,2020,6,-8.135708920368087,-15.675397659776133
Panjsher,2020,6,-8.735488596591068,-16.90347094673726
Parwan,2020,6,-8.270967608246144,-15.860795084102755
Uruzgan,2020,6,-8.343723153444197,-15.749615163833983
Badakhshan,2020,6,-8.950162853294811,-17.147652878921935
Badghis,2020,6,-12.210419180303147,-20.980131143382938
Baghlan,2020,6,-10.428955803387055,-18.597456285406718
Balkh,2020,6,-14.413452369025846,-22.941072119118243
Bamyan,2020,6,-9.453826449221626,-16.994849840940457
Farah,2020,6,-10.78984092856669,-19.254534044925396
Faryab,2020,6,-13.870621672728424,-22.460197238716457
Ghazni,2020,6,-10.65014671504492,-18.156819118678968
Ghor,2020,6,-9.741819459382873,-17.39338059281769
Hilmand,2020,6,-14.652954975905297,-23.141767577430734
Hirat,2020,6,-12.056541521725757,-20.525431131688492
Jawzjan,2020,6,-17.04101566991789,-25.152520626250546
Kabul,2020,6,-8.857315983511278,-16.436149766539977
Kandahar,2020,6,-15.017197594886145,-22.61521732283656
Kapisa,2020,6,-8.017132778321402,-15.711037529582454
Kunar,2020,6,-8.01618074822773,-15.491695732217254
Kunduz,2020,6,-15.374860442281776,-23.14361723007514
Laghman,2020,6,-8.789174287162142,-16.847918359057726
Logar,2020,6,-9.512167164558297,-17.317012749853458
Nangarhar,2020,6,-8.745453835466883,-16.428779512743613
Nimroz,2020,6,-15.765897090922804,-25.749953281694836
Nuristan,2020,6,-8.19211490435465,-16.608210932704335
Paktya,2020,6,-9.53645395520797,-17.25982845871577
Samangan,2020,6,-10.706799841658793,-18.54697353719395
Sar-e-Pul,2020,6,-10.795423090907336,-18.891322287653797
Takhar,2020,6,-10.262607077776131,-18.84432470666565
Wardak,2020,6,-9.248032606776365,-16.917240235418124
Zabul,2020,6,-10.819916758080891,-18.71238914233188
Khost,2020,7,-9.117235121337234,-16.92600511550927
Paktika,2020,7,-11.59510228474011,-20.114230898070097
Daykundi,2020,7,-8.141888660223003,-15.713996628924528
Panjsher,2020,7,-7.614735090599943,-15.709243994224055
Parwan,2020,7,-8.144484805360735,-16.018102089893688
Uruzgan,2020,7,-8.247012872341196,-15.575333946523472
Badakhshan,2020,7,-8.679871699738314,-16.847368817394607
Badghis,2020,7,-12.300484503550582,-21.216518959684205
Baghlan,2020,7,-10.124702151388092,-18.451876537112593
Balkh,2020,7,-14.67670532358946,-23.122128266594817
Bamyan,2020,7,-9.44529841672107,-17.288828109080683
Farah,2020,7,-10.639864825503748,-19.111928911447894
Faryab,2020,7,-13.844610759189717,-22.516676710497254
Ghazni,2020,7,-10.59953396726101,-18.312264671419772
Ghor,2020,7,-9.699502593183496,-17.418680421700607
Hilmand,2020,7,-14.582604514334328,-23.02140628614317
Hirat,2020,7,-12.195544258612546,-20.799984290433187
Jawzjan,2020,7,-17.073186007851525,-25.197003166552363
Kabul,2020,7,-8.890390344430937,-16.620394194602323
Kandahar,2020,7,-15.290245095806286,-22.878551342096177
Kapisa,2020,7,-7.894483338243175,-15.647224040036495
Kunar,2020,7,-8.028229225406116,-15.49869288722
Kunduz,2020,7,-15.375741316864788,-23.17135109971023
Laghman,2020,7,-8.640989979549808,-16.70296830935658
Logar,2020,7,-9.62542320317838,-17.597036885119252
Nangarhar,2020,7,-8.716385359074707,-16.37674193678002
Nimroz,2020,7,-15.838369130350431,-25.730069375726337
Nuristan,2020,7,-7.446922678778174,-15.711275141086917
Paktya,2020,7,-9.77228705511478,-17.677353937165265
Samangan,2020,7,-10.69376322704581,-18.712149305022876
Sar-e-Pul,2020,7,-10.56718350051848,-18.74400168851981
Takhar,2020,7,-9.719635563960013,-18.62540968837954
Wardak,2020,7,-9.277047974301928,-17.221050427812212
Zabul,2020,7,-10.61649524592201,-18.703918836348073
Khost,2020,8,-8.986116703103274,-16.706136095815506
Paktika,2020,8,-11.49645768133145,-20.271902885862048
Daykundi,2020,8,-8.034827423732244,-15.552022427050924
Panjsher,2020,8,-7.334363389828083,-15.335105453305076
Parwan,2020,8,-8.104839143596896,-15.977684701145805
Uruzgan,2020,8,-8.174397716324929,-15.52054527443253
Badakhshan,2020,8,-8.3111622154627,-16.128258006665096
Badghis,2020,8,-12.509749046053338,-21.479538645474502
Baghlan,2020,8,-10.188229986689652,-18.446193543952358
Balkh,2020,8,-14.54572019802767,-23.015736462780048
Bamyan,2020,8,-9.285558190554315,-16.856855454680694
Farah,2020,8,-10.724782175411647,-19.0937825280453
Faryab,2020,8,-14.13895721048856,-22.865333768379276
Ghazni,2020,8,-10.686950867250117,-18.51868537243644
