province,year,month,spi3,vhi,vci,tci,cdi,cdi_category
Jawzjan,2015,8,-0.39,49.85,61.39,38.31,42.32,Normal
Jawzjan,2015,9,1.17,29.91,58.45,1.36,58.89,Normal
Jawzjan,2015,10,0.84,80.99,63.42,98.55,80.52,Healthy
Jawzjan,2015,11,1.33,91.65,100.0,83.31,91.25,Healthy
Jawzjan,2015,12,0.18,66.85,100.0,33.7,62.09,Healthy
Jawzjan,2016,1,0.32,52.98,100.0,5.95,57.82,Normal
Jawzjan,2016,2,-1.19,70.35,100.0,40.69,41.03,Normal
Jawzjan,2016,3,-0.29,76.2,90.76,61.63,57.47,Normal
Jawzjan,2016,4,-0.52,59.26,70.09,48.42,44.65,Normal
Jawzjan,2016,5,0.4,22.38,44.75,0.0,43.88,Normal
Jawzjan,2016,6,-0.03,44.52,42.91,46.13,46.56,Normal
Jawzjan,2016,7,-0.05,24.21,46.46,1.97,36.08,Moderate drought
Jawzjan,2016,8,1.04,25.65,45.88,5.42,55.31,Normal
Jawzjan,2016,9,0.28,22.71,44.6,0.83,41.79,Normal
Jawzjan,2016,10,-1.35,69.97,45.88,94.05,39.42,Moderate drought
Jawzjan,2016,11,-0.63,25.37,27.28,23.47,25.91,Severe drought
Jawzjan,2016,12,-0.14,27.82,38.44,17.2,36.2,Moderate drought
Jawzjan,2017,1,0.0,42.47,28.65,56.29,46.26,Normal
Jawzjan,2017,2,1.8,67.09,34.18,100.0,81.75,Healthy
Jawzjan,2017,3,1.78,53.98,39.63,68.34,75.11,Healthy
Jawzjan,2017,4,1.47,75.97,77.74,74.2,84.42,Healthy
Jawzjan,2017,5,-0.49,50.8,76.26,25.34,41.05,Normal
Jawzjan,2017,6,-0.63,64.29,73.01,55.57,45.41,Normal
Jawzjan,2017,7,-0.12,79.74,80.64,78.83,62.39,Healthy
Jawzjan,2017,8,-0.29,42.28,78.2,6.37,40.51,Normal
Jawzjan,2017,9,0.28,63.46,68.89,58.03,62.16,Healthy
Jawzjan,2017,10,-0.1,20.02,27.82,12.23,32.96,Moderate drought
Jawzjan,2017,11,-0.72,17.03,34.06,0.0,20.34,Severe drought
Jawzjan,2017,12,-1.36,17.59,27.37,7.82,13.18,Severe drought
Jawzjan,2018,1,-2.15,0.0,0.0,0.0,0.79,Severe drought
Jawzjan,2018,2,-1.59,15.69,0.0,31.38,10.62,Severe drought
Jawzjan,2018,3,-1.07,3.09,0.0,6.18,8.64,Severe drought
Jawzjan,2018,4,-0.69,20.86,0.0,41.73,22.72,Severe drought
Jawzjan,2018,5,-0.52,43.19,0.0,86.37,36.7,Moderate drought
Jawzjan,2018,6,-0.69,37.77,0.0,75.53,31.08,Moderate drought
Jawzjan,2018,7,0.04,7.57,0.0,15.14,29.53,Moderate drought
Jawzjan,2018,8,-0.24,36.34,0.0,72.68,38.49,Moderate drought
Jawzjan,2018,9,0.73,0.24,0.49,0.0,38.49,Moderate drought
Jawzjan,2018,10,2.24,50.76,1.52,100.0,74.75,Healthy
Jawzjan,2018,11,1.29,47.57,21.21,73.93,68.89,Healthy
Jawzjan,2018,12,0.48,17.74,27.29,8.18,43.15,Normal
Jawzjan,2019,1,1.62,21.95,10.32,33.57,58.37,Normal
Jawzjan,2019,2,1.73,63.17,27.28,99.05,79.52,Healthy
Jawzjan,2019,3,2.16,39.66,31.81,47.51,69.06,Healthy
Jawzjan,2019,4,1.9,89.0,77.99,100.0,93.05,Healthy
Jawzjan,2019,5,1.48,100.0,100.0,100.0,96.52,Healthy
Jawzjan,2019,6,1.56,100.0,100.0,100.0,97.03,Healthy
Jawzjan,2019,7,-0.53,50.0,100.0,0.0,39.87,Moderate drought
Jawzjan,2019,8,1.37,81.61,100.0,63.21,86.57,Healthy
Jawzjan,2019,9,0.28,70.01,100.0,40.03,65.44,Healthy
Jawzjan,2019,10,0.96,50.0,100.0,0.0,66.64,Healthy
Jawzjan,2019,11,0.23,60.34,56.84,63.84,59.81,Normal
Jawzjan,2019,12,-0.18,28.28,56.57,0.0,35.6,Moderate drought
Jawzjan,2020,1,-0.17,36.52,29.54,43.5,39.83,Moderate drought
Jawzjan,2020,2,-0.24,45.38,46.55,44.21,42.91,Normal
Jawzjan,2020,3,-0.39,54.25,58.81,49.69,44.6,Normal
Jawzjan,2020,4,0.19,77.02,82.97,71.07,67.27,Healthy
Jawzjan,2020,5,0.74,81.07,85.1,77.05,79.0,Healthy
Jawzjan,2020,6,1.41,47.54,66.77,28.31,69.81,Healthy
Jawzjan,2020,7,1.14,44.42,75.33,13.51,65.85,Healthy
Jawzjan,2020,8,1.13,43.46,80.4,6.51,65.23,Healthy
Jawzjan,2020,9,1.83,62.13,83.19,41.06,79.37,Healthy
Jawzjan,2020,10,0.35,78.08,87.84,68.32,70.93,Healthy
Jawzjan,2020,11,-0.27,70.64,41.27,100.0,55.04,Normal
Jawzjan,2020,12,0.1,50.0,0.0,100.0,51.94,Normal
Jawzjan,2021,1,-1.15,34.02,17.15,50.89,23.26,Severe drought
Jawzjan,2021,2,-1.82,13.72,27.45,0.0,8.59,Severe drought
Jawzjan,2021,3,-1.36,47.8,34.24,61.36,28.23,Moderate drought
Jawzjan,2021,4,-1.02,19.56,39.13,0.0,17.48,Severe drought
Jawzjan,2021,5,-0.26,20.69,38.4,2.97,30.19,Moderate drought
Jawzjan,2021,6,-1.23,32.37,35.88,28.86,21.66,Severe drought
Jawzjan,2021,7,-0.31,46.15,34.23,58.07,41.91,Normal
Jawzjan,2021,8,-0.39,17.51,35.02,0.0,26.15,Moderate drought
Jawzjan,2021,9,0.28,31.39,29.32,33.47,46.13,Normal
Jawzjan,2021,10,-1.14,60.39,28.24,92.53,36.56,Moderate drought
Jawzjan,2021,11,-1.11,31.54,29.87,33.21,22.47,Severe drought
Jawzjan,2021,12,-1.63,23.77,33.74,13.79,14.46,Severe drought
Jawzjan,2022,1,-1.04,32.16,33.67,30.64,23.5,Severe drought
Jawzjan,2022,2,-1.45,54.97,49.37,60.56,31.18,Moderate drought
Jawzjan,2022,3,-0.88,50.24,58.89,41.59,34.66,Moderate drought
Jawzjan,2022,4,-1.34,18.78,26.0,11.56,13.88,Severe drought
Jawzjan,2022,5,-0.67,53.31,14.54,92.08,39.27,Moderate drought
Jawzjan,2022,6,-1.07,23.7,11.68,35.71,18.93,Severe drought
Jawzjan,2022,7,-0.09,44.05,10.48,77.62,45.14,Normal
Jawzjan,2022,8,-0.15,36.13,9.68,62.57,40.12,Normal
Jawzjan,2022,9,2.02,18.95,14.28,23.62,58.4,Normal
Jawzjan,2022,10,0.53,39.59,3.96,75.22,54.91,Normal
Jawzjan,2022,11,0.62,54.2,51.05,57.34,63.78,Healthy
Jawzjan,2022,12,-0.41,38.21,53.14,23.28,36.08,Moderate drought
Jawzjan,2023,1,-1.33,50.29,0.57,100.0,29.71,Moderate drought
Jawzjan,2023,2,-1.07,61.73,45.07,78.38,37.95,Moderate drought
Jawzjan,2023,3,-1.58,23.96,47.92,0.0,14.86,Severe drought
Jawzjan,2023,4,-1.54,21.97,10.65,33.29,14.1,Severe drought
Jawzjan,2023,5,-2.47,50.17,6.45,93.88,25.43,Severe drought
Jawzjan,2023,6,-1.63,30.03,5.47,54.59,17.6,Severe drought
Jawzjan,2023,7,-0.45,52.93,5.86,100.0,42.76,Normal
Jawzjan,2023,8,-0.39,52.18,4.36,100.0,43.48,Normal
Jawzjan,2023,9,0.28,50.0,0.0,100.0,55.43,Normal
Jawzjan,2023,10,0.47,27.41,0.0,54.82,47.69,Normal
Jawzjan,2023,11,-0.31,14.23,0.0,28.45,26.01,Moderate drought
Jawzjan,2023,12,-1.14,19.36,27.03,11.7,16.0,Severe drought
Kabul,2015,1,-1.7,55.08,78.03,32.13,29.75,Moderate drought
Kabul,2015,2,-0.0,57.46,52.54,62.39,53.72,Normal
Kabul,2015,3,1.01,81.0,63.19,98.82,82.65,Healthy
Kabul,2015,4,1.0,29.42,9.39,49.45,56.75,Normal
Kabul,2015,5,0.9,56.17,42.23,70.12,68.82,Healthy
Kabul,2015,6,0.18,51.72,39.72,63.73,54.4,Normal
Kabul,2015,7,0.91,50.17,53.13,47.22,66.03,Healthy
Kabul,2015,8,0.16,39.91,52.35,27.47,48.04,Normal
Kabul,2015,9,0.58,53.32,37.86,68.78,62.61,Healthy
Kabul,2015,10,0.93,74.97,80.23,69.7,78.73,Healthy
Kabul,2015,11,1.49,85.91,71.81,100.0,89.53,Healthy
Kabul,2015,12,0.91,83.09,100.0,66.19,82.44,Healthy
Kabul,2016,1,0.35,63.55,100.0,27.11,63.65,Healthy
Kabul,2016,2,-1.95,59.56,95.08,24.05,31.05,Moderate drought
Kabul,2016,3,-0.17,97.04,99.89,94.2,70.08,Healthy
Kabul,2016,4,0.12,81.56,83.35,79.76,68.12,Healthy
Kabul,2016,5,1.4,42.25,75.54,8.95,67.09,Healthy
Kabul,2016,6,1.12,49.48,42.26,56.71,68.17,Healthy
Kabul,2016,7,1.44,35.03,46.88,23.17,63.76,Healthy
Kabul,2016,8,0.97,41.68,44.76,38.59,62.58,Healthy
Kabul,2016,9,0.36,18.62,37.24,0.0,41.29,Normal
Kabul,2016,10,-0.69,30.39,26.91,33.86,27.52,Moderate drought
Kabul,2016,11,-0.35,24.96,43.55,6.37,30.59,Moderate drought
Kabul,2016,12,-0.95,31.48,62.97,0.0,24.35,Severe drought
Kabul,2017,1,0.48,55.11,42.66,67.56,61.73,Healthy
Kabul,2017,2,1.95,45.31,3.7,86.92,71.36,Healthy
Kabul,2017,3,1.49,57.06,52.56,61.55,75.11,Healthy
Kabul,2017,4,0.51,15.93,1.52,30.34,42.77,Normal
Kabul,2017,5,-1.56,17.63,35.26,0.0,11.79,Severe drought
Kabul,2017,6,-1.38,16.38,32.75,0.0,12.38,Severe drought
Kabul,2017,7,0.8,35.95,42.1,29.79,57.31,Normal
Kabul,2017,8,1.91,33.15,37.23,29.07,65.17,Healthy
Kabul,2017,9,2.2,32.75,22.41,43.09,65.68,Healthy
Kabul,2017,10,-1.23,11.99,23.97,0.0,11.46,Severe drought
Kabul,2017,11,0.22,24.13,29.88,18.39,41.48,Normal
Kabul,2017,12,0.72,36.89,0.0,73.79,56.64,Normal
Kabul,2018,1,-0.25,43.18,86.36,0.0,41.74,Normal
Kabul,2018,2,0.08,56.13,67.09,45.17,54.75,Normal
Kabul,2018,3,0.18,50.25,74.54,25.96,53.71,Normal
Kabul,2018,4,0.65,33.31,0.0,66.62,53.77,Normal
Kabul,2018,5,0.68,42.82,13.37,72.27,59.04,Normal
Kabul,2018,6,0.85,20.19,6.57,33.81,50.19,Normal
Kabul,2018,7,1.42,5.86,0.0,11.71,49.07,Normal
Kabul,2018,8,1.55,0.0,0.0,0.0,46.99,Normal
Kabul,2018,9,0.86,29.99,0.0,59.98,55.23,Normal
Kabul,2018,10,2.57,46.21,0.0,92.42,72.85,Healthy
Kabul,2018,11,1.28,29.53,26.59,32.47,59.72,Normal
Kabul,2018,12,1.36,38.48,21.42,55.53,64.91,Healthy
Kabul,2019,1,1.02,56.47,36.81,76.12,70.57,Healthy
Kabul,2019,2,1.57,50.0,0.0,100.0,72.06,Healthy
Kabul,2019,3,1.68,50.0,0.0,100.0,72.66,Healthy
Kabul,2019,4,1.47,57.35,14.7,100.0,75.14,Healthy
Kabul,2019,5,0.7,74.17,70.73,77.61,75.05,Healthy
Kabul,2019,6,0.47,90.22,87.85,92.59,79.08,Healthy
Kabul,2019,7,-0.29,41.07,82.13,0.0,39.88,Moderate drought
Kabul,2019,8,0.86,59.63,82.47,36.78,70.12,Healthy
Kabul,2019,9,0.54,56.29,78.19,34.39,63.33,Healthy
Kabul,2019,10,1.15,100.0,100.0,100.0,93.75,Healthy
Kabul,2019,11,1.34,94.19,100.0,88.39,92.56,Healthy
Kabul,2019,12,0.54,74.9,79.2,70.6,72.8,Healthy
Kabul,2020,1,0.99,50.0,0.0,100.0,66.95,Healthy
Kabul,2020,2,0.08,55.76,55.53,55.99,54.4,Normal
Kabul,2020,3,1.24,91.74,88.94,94.53,90.5,Healthy
Kabul,2020,4,1.58,97.01,100.0,94.02,95.64,Healthy
Kabul,2020,5,2.04,87.37,100.0,74.74,92.66,Healthy
Kabul,2020,6,2.24,100.0,100.0,100.0,99.38,Healthy
Kabul,2020,7,0.82,76.63,100.0,53.26,78.03,Healthy
Kabul,2020,8,0.1,74.49,100.0,48.99,64.27,Healthy
Kabul,2020,9,0.02,84.06,100.0,68.11,67.41,Healthy
Kabul,2020,10,-0.37,61.37,68.79,53.96,48.45,Normal
Kabul,2020,11,1.19,46.76,0.0,93.52,67.56,Healthy
Kabul,2020,12,0.67,72.48,44.96,100.0,73.73,Healthy
Kabul,2021,1,-0.44,55.84,91.9,19.77,44.38,Normal
Kabul,2021,2,-2.4,50.0,100.0,0.0,25.41,Severe drought
Kabul,2021,3,-1.16,80.46,100.0,60.93,46.42,Normal
Kabul,2021,4,-0.68,45.41,44.57,46.26,35.1,Moderate drought
Kabul,2021,5,0.25,48.91,43.38,54.43,54.39,Normal
Kabul,2021,6,-0.33,28.32,27.06,29.57,32.66,Moderate drought
Kabul,2021,7,0.73,39.6,39.65,39.56,58.12,Normal
Kabul,2021,8,1.02,34.43,43.65,25.22,59.56,Normal
Kabul,2021,9,1.32,40.1,33.78,46.42,65.35,Healthy
Kabul,2021,10,0.36,26.8,29.71,23.89,45.44,Normal
Kabul,2021,11,-0.85,19.18,38.37,0.0,19.4,Severe drought
Kabul,2021,12,-0.16,56.81,38.59,75.03,50.25,Normal
Kabul,2022,1,0.63,44.38,8.63,80.14,59.05,Normal
Kabul,2022,2,0.22,52.48,49.23,55.73,55.56,Normal
Kabul,2022,3,-0.37,46.91,93.81,0.0,41.18,Normal
Kabul,2022,4,-1.46,6.55,13.1,0.0,6.87,Severe drought
Kabul,2022,5,-1.21,8.08,0.0,16.15,9.72,Severe drought
Kabul,2022,6,-1.29,31.29,0.0,62.57,20.59,Severe drought
Kabul,2022,7,0.17,62.75,25.5,100.0,59.8,Normal
Kabul,2022,8,1.41,76.39,52.79,100.0,84.24,Healthy
Kabul,2022,9,1.48,87.18,74.35,100.0,90.09,Healthy
Kabul,2022,10,0.03,19.58,32.46,6.69,35.47,Moderate drought
Kabul,2022,11,0.14,56.6,73.01,40.2,56.04,Normal
Kabul,2022,12,-0.49,64.44,58.25,70.63,47.79,Normal
Kabul,2023,1,-0.16,65.47,48.83,82.12,54.64,Normal
Kabul,2023,2,-0.81,63.2,66.0,60.4,42.02,Normal
Kabul,2023,3,-1.14,80.34,97.96,62.73,46.52,Normal
Kabul,2023,4,-1.92,73.62,74.64,72.6,38.17,Moderate drought
Kabul,2023,5,-1.65,74.59,49.19,100.0,39.78,Moderate drought
Kabul,2023,6,-1.91,53.92,24.69,83.15,28.35,Moderate drought
Kabul,2023,7,-0.25,67.76,36.22,99.3,53.94,Normal
Kabul,2023,8,-0.55,37.33,40.67,34.0,33.24,Moderate drought
Kabul,2023,9,-0.53,62.36,29.14,95.59,46.0,Normal
Kabul,2023,10,-0.41,84.83,82.46,87.21,59.48,Normal
Kabul,2023,11,-1.17,50.99,73.52,28.47,31.58,Moderate drought
Kabul,2023,12,-1.23,63.71,85.0,42.43,37.33,Moderate drought
Kandahar,2015,1,-1.02,17.01,22.73,11.28,16.21,Severe drought
Kandahar,2015,2,-0.55,28.41,1.44,55.38,28.8,Moderate drought
Kandahar,2015,3,-0.35,50.55,9.4,91.7,43.39,Normal
Kandahar,2015,4,-0.01,34.84,13.02,56.66,42.28,Normal
Kandahar,2015,5,-0.18,31.14,15.65,46.63,36.9,Moderate drought
Kandahar,2015,6,-0.22,57.2,14.39,100.0,49.21,Normal
Kandahar,2015,7,0.07,33.87,15.57,52.17,43.24,Normal
Kandahar,2015,8,-0.67,35.12,21.15,49.09,30.09,Moderate drought
Kandahar,2015,9,-0.62,34.01,13.92,54.11,30.35,Moderate drought
Kandahar,2015,10,1.83,23.48,28.73,18.24,60.05,Healthy
Kandahar,2015,11,0.8,53.22,34.04,72.39,65.97,Healthy
Kandahar,2015,12,-0.16,61.2,28.23,94.18,52.44,Normal
Kandahar,2016,1,-1.05,48.72,91.94,5.5,31.7,Moderate drought
Kandahar,2016,2,-1.99,27.16,22.81,31.51,14.75,Severe drought
Kandahar,2016,3,-0.03,64.18,29.69,98.66,56.47,Normal
Kandahar,2016,4,0.43,50.21,43.67,56.74,58.42,Normal
Kandahar,2016,5,1.47,16.22,32.45,0.0,54.58,Normal
Kandahar,2016,6,0.12,54.69,32.19,77.19,54.77,Normal
Kandahar,2016,7,0.51,26.44,26.4,26.48,47.91,Normal
Kandahar,2016,8,-0.98,38.76,38.36,39.16,27.53,Moderate drought
Kandahar,2016,9,-0.96,19.97,39.94,0.0,18.42,Severe drought
Kandahar,2016,10,-0.4,48.54,34.38,62.71,41.52,Normal
Kandahar,2016,11,-0.9,25.21,24.11,26.32,21.78,Severe drought
Kandahar,2016,12,-1.13,12.52,25.03,0.0,12.77,Severe drought
Kandahar,2017,1,1.2,62.0,68.08,55.92,75.22,Healthy
Kandahar,2017,2,1.27,60.51,41.69,79.33,75.17,Healthy
Kandahar,2017,3,1.05,61.84,42.39,81.29,73.55,Healthy
Kandahar,2017,4,-0.23,35.95,49.56,22.33,38.4,Moderate drought
Kandahar,2017,5,-0.77,36.25,57.47,15.02,29.1,Moderate drought
Kandahar,2017,6,-0.88,37.88,63.6,12.17,28.35,Moderate drought
Kandahar,2017,7,-0.09,44.7,56.68,32.72,45.6,Normal
Kandahar,2017,8,-0.48,43.3,57.34,29.26,37.47,Moderate drought
Kandahar,2017,9,-0.43,37.27,51.75,22.79,35.34,Moderate drought
Kandahar,2017,10,-1.54,25.79,51.58,0.0,15.96,Severe drought
Kandahar,2017,11,1.18,20.63,41.27,0.0,54.41,Normal
Kandahar,2017,12,0.55,42.64,17.38,67.91,56.75,Normal
Kandahar,2018,1,-0.77,7.57,15.14,0.0,14.88,Severe drought
Kandahar,2018,2,-1.09,20.01,0.0,40.02,16.87,Severe drought
Kandahar,2018,3,-1.01,10.89,0.0,21.78,13.31,Severe drought
Kandahar,2018,4,-0.17,47.59,0.0,95.19,45.44,Normal
Kandahar,2018,5,-0.02,50.0,0.0,100.0,49.53,Normal
Kandahar,2018,6,0.29,21.72,0.0,43.45,41.52,Normal
Kandahar,2018,7,0.34,14.39,0.0,28.78,38.82,Moderate drought
Kandahar,2018,8,-0.53,35.8,0.0,71.6,32.78,Moderate drought
Kandahar,2018,9,-0.48,22.29,0.0,44.58,26.9,Moderate drought
Kandahar,2018,10,-0.09,41.4,0.0,82.8,43.93,Normal
Kandahar,2018,11,0.09,12.88,0.0,25.76,33.21,Moderate drought
Kandahar,2018,12,-0.57,21.01,0.0,42.01,24.74,Severe drought
Kandahar,2019,1,-0.23,8.1,0.0,16.2,24.55,Severe drought
Kandahar,2019,2,0.72,56.97,13.95,100.0,66.75,Healthy
Kandahar,2019,3,2.15,55.31,14.25,96.37,76.86,Healthy
Kandahar,2019,4,2.68,76.76,53.51,100.0,88.2,Healthy
Kandahar,2019,5,2.95,69.89,69.03,70.75,84.87,Healthy
Kandahar,2019,6,3.12,63.54,74.88,52.19,81.72,Healthy
Kandahar,2019,7,0.93,39.16,52.72,25.6,60.77,Healthy
Kandahar,2019,8,-0.17,47.58,65.06,30.1,45.36,Normal
Kandahar,2019,9,-0.47,36.91,61.67,12.15,34.45,Moderate drought
Kandahar,2019,10,1.17,52.8,67.68,37.91,70.3,Healthy
Kandahar,2019,11,2.33,88.26,76.52,100.0,93.64,Healthy
Kandahar,2019,12,1.6,82.32,83.89,80.75,88.41,Healthy
Kandahar,2020,1,2.24,96.13,100.0,92.26,97.44,Healthy
Kandahar,2020,2,1.39,79.74,100.0,59.48,85.74,Healthy
Kandahar,2020,3,1.38,100.0,100.0,100.0,95.78,Healthy
Kandahar,2020,4,0.18,97.7,100.0,95.4,77.5,Healthy
Kandahar,2020,5,0.63,74.43,100.0,48.85,74.03,Healthy
Kandahar,2020,6,0.98,50.0,100.0,0.0,66.79,Healthy
Kandahar,2020,7,1.39,50.0,100.0,0.0,70.91,Healthy
Kandahar,2020,8,1.12,50.0,100.0,0.0,68.46,Healthy
Kandahar,2020,9,1.07,71.41,100.0,42.82,78.56,Healthy
Kandahar,2020,10,1.21,100.0,100.0,100.0,94.39,Healthy
Kandahar,2020,11,0.83,92.0,100.0,83.99,85.81,Healthy
Kandahar,2020,12,0.75,98.62,100.0,97.24,87.94,Healthy
Kandahar,2021,1,-0.79,47.33,82.94,11.73,34.37,Moderate drought
Kandahar,2021,2,-1.84,14.85,29.71,0.0,9.05,Severe drought
Kandahar,2021,3,-2.23,22.19,8.52,35.86,11.75,Severe drought
Kandahar,2021,4,-1.51,24.44,12.24,36.63,15.52,Severe drought
Kandahar,2021,5,-0.74,37.87,16.09,59.66,30.45,Moderate drought
Kandahar,2021,6,-0.79,20.51,23.94,17.08,20.97,Severe drought
Kandahar,2021,7,1.19,37.89,23.17,52.6,63.1,Healthy
Kandahar,2021,8,0.84,32.76,35.59,29.93,56.32,Normal
Kandahar,2021,9,0.88,27.82,26.47,29.18,54.47,Normal
Kandahar,2021,10,-1.16,53.62,23.07,84.16,33.01,Moderate drought
Kandahar,2021,11,-1.43,19.24,8.4,30.09,13.45,Severe drought
Kandahar,2021,12,-0.81,33.76,7.67,59.84,27.33,Moderate drought
Kandahar,2022,1,0.76,56.75,46.53,66.96,67.22,Healthy
Kandahar,2022,2,0.04,37.26,37.17,37.34,44.34,Normal
Kandahar,2022,3,-0.07,13.67,27.34,0.0,30.41,Moderate drought
Kandahar,2022,4,-1.29,7.48,14.96,0.0,8.67,Severe drought
Kandahar,2022,5,-0.73,36.27,13.47,59.07,29.72,Moderate drought
Kandahar,2022,6,-1.53,58.55,18.36,98.75,32.4,Moderate drought
Kandahar,2022,7,1.06,52.36,17.99,86.72,68.96,Healthy
Kandahar,2022,8,2.76,67.8,35.59,100.0,83.76,Healthy
Kandahar,2022,9,2.91,47.56,44.67,50.45,73.69,Healthy
Kandahar,2022,10,1.01,54.25,37.45,71.04,69.32,Healthy
Kandahar,2022,11,-0.12,43.86,40.71,47.0,44.57,Normal
Kandahar,2022,12,-0.79,71.12,42.23,100.0,46.23,Normal
Kandahar,2023,1,-0.52,81.55,63.11,100.0,55.88,Normal
Kandahar,2023,2,-1.06,24.21,12.54,35.87,19.36,Severe drought
Kandahar,2023,3,-0.36,46.27,20.28,72.26,41.14,Normal
Kandahar,2023,4,-0.34,61.3,25.7,96.9,48.91,Normal
Kandahar,2023,5,0.26,60.03,33.27,86.8,60.13,Healthy
Kandahar,2023,6,-0.71,61.94,35.13,88.76,42.97,Normal
Kandahar,2023,7,0.44,60.38,20.76,100.0,63.67,Healthy
Kandahar,2023,8,0.17,60.09,36.47,83.71,58.34,Normal
Kandahar,2023,9,0.19,63.38,26.75,100.0,60.54,Healthy
Kandahar,2023,10,0.79,56.18,34.83,77.54,67.4,Healthy
Kandahar,2023,11,0.88,33.72,29.72,37.73,57.45,Normal
Kandahar,2023,12,0.18,54.53,31.99,77.07,55.81,Normal
Kapisa,2015,1,-2.06,49.91,64.84,34.98,25.95,Severe drought
Kapisa,2015,2,0.12,59.3,47.3,71.29,56.95,Normal
Kapisa,2015,3,1.05,63.08,26.17,100.0,74.23,Healthy
Kapisa,2015,4,1.15,28.68,0.0,57.36,58.04,Normal
Kapisa,2015,5,0.95,63.18,54.72,71.63,73.0,Healthy
Kapisa,2015,6,0.33,52.09,45.96,58.22,57.55,Normal
Kapisa,2015,7,0.86,66.45,74.9,57.99,73.46,Healthy
Kapisa,2015,8,0.27,46.0,67.49,24.52,53.37,Normal
Kapisa,2015,9,0.83,54.35,48.3,60.4,67.07,Healthy
Kapisa,2015,10,0.66,73.82,100.0,47.63,74.17,Healthy
Kapisa,2015,11,1.49,95.9,91.9,99.9,94.52,Healthy
Kapisa,2015,12,1.06,74.63,99.19,50.08,80.08,Healthy
Kapisa,2016,1,0.53,58.16,100.0,16.31,64.13,Healthy
Kapisa,2016,2,-1.95,67.58,100.0,35.17,35.06,Moderate drought
Kapisa,2016,3,-0.4,87.47,92.54,82.4,60.92,Healthy
Kapisa,2016,4,0.05,75.85,74.96,76.74,63.89,Healthy
Kapisa,2016,5,1.41,41.9,71.37,12.44,66.96,Healthy
Kapisa,2016,6,1.18,43.14,38.09,48.19,65.59,Healthy
Kapisa,2016,7,1.25,34.14,58.97,9.32,61.8,Healthy
Kapisa,2016,8,0.87,29.66,37.31,22.0,55.26,Normal
Kapisa,2016,9,-0.07,9.97,19.95,0.0,28.59,Moderate drought
Kapisa,2016,10,-0.69,20.55,26.48,14.61,22.46,Severe drought
Kapisa,2016,11,-0.49,41.15,82.31,0.0,36.25,Moderate drought
Kapisa,2016,12,-0.83,43.9,87.81,0.0,32.14,Moderate drought
Kapisa,2017,1,0.57,48.23,33.69,62.77,59.93,Normal
Kapisa,2017,2,2.08,45.88,6.35,85.41,72.0,Healthy
Kapisa,2017,3,1.58,47.55,40.74,54.36,70.93,Healthy
Kapisa,2017,4,0.63,17.3,13.43,21.17,45.42,Normal
Kapisa,2017,5,-1.61,23.27,46.54,0.0,14.32,Severe drought
Kapisa,2017,6,-1.23,16.84,33.69,0.0,13.86,Severe drought
Kapisa,2017,7,0.57,32.34,50.52,14.17,51.95,Normal
Kapisa,2017,8,1.91,29.86,39.81,19.92,63.52,Healthy
Kapisa,2017,9,2.24,26.1,16.7,35.49,62.43,Healthy
Kapisa,2017,10,-0.75,11.12,22.25,0.0,16.87,Severe drought
Kapisa,2017,11,0.04,36.89,66.72,7.05,44.19,Normal
Kapisa,2017,12,0.6,35.24,0.0,70.48,53.95,Normal
Kapisa,2018,1,-0.35,33.29,66.58,0.0,34.85,Moderate drought
Kapisa,2018,2,0.13,56.2,62.45,49.95,55.76,Normal
Kapisa,2018,3,0.14,46.54,76.75,16.34,50.97,Normal
Kapisa,2018,4,0.73,56.37,35.17,77.56,66.6,Healthy
Kapisa,2018,5,0.86,57.86,39.72,76.01,69.17,Healthy
Kapisa,2018,6,1.13,35.69,29.12,42.26,61.4,Healthy
Kapisa,2018,7,1.5,0.32,0.0,0.63,46.84,Normal
Kapisa,2018,8,1.13,0.0,0.0,0.0,43.55,Normal
Kapisa,2018,9,0.93,27.7,0.0,55.41,55.03,Normal
Kapisa,2018,10,2.68,50.0,0.0,100.0,74.82,Healthy
Kapisa,2018,11,1.3,39.75,57.47,22.02,65.05,Healthy
Kapisa,2018,12,1.33,51.88,61.85,41.91,71.33,Healthy
Kapisa,2019,1,0.71,56.61,31.33,81.89,66.43,Healthy
Kapisa,2019,2,1.39,50.0,0.0,100.0,70.86,Healthy
Kapisa,2019,3,1.46,42.38,0.0,84.77,67.6,Healthy
Kapisa,2019,4,1.44,65.77,31.55,100.0,79.11,Healthy
Kapisa,2019,5,0.7,73.81,67.48,80.14,74.84,Healthy
Kapisa,2019,6,0.64,74.67,63.12,86.22,74.24,Healthy
Kapisa,2019,7,-0.36,32.46,64.92,0.0,34.29,Moderate drought
Kapisa,2019,8,0.75,51.28,76.2,26.37,64.34,Healthy
Kapisa,2019,9,-0.08,50.72,65.37,36.07,48.84,Normal
Kapisa,2019,10,1.44,79.29,93.86,64.73,85.87,Healthy
Kapisa,2019,11,1.57,86.92,88.03,85.8,90.53,Healthy
Kapisa,2019,12,0.87,72.48,86.89,58.07,76.69,Healthy
Kapisa,2020,1,0.92,50.0,0.0,100.0,66.11,Healthy
Kapisa,2020,2,-0.21,53.41,53.84,52.98,47.58,Normal
Kapisa,2020,3,0.62,81.29,81.78,80.81,77.21,Healthy
Kapisa,2020,4,1.18,99.3,100.0,98.6,93.65,Healthy
