province,year,month,spi3,vhi,vci,tci,cdi,cdi_category
Ghazni,2019,7,0.61,45.83,86.11,5.55,59.33,Normal
Ghazni,2019,8,1.12,45.6,74.29,16.91,66.23,Healthy
Ghazni,2019,9,0.81,54.95,80.42,29.48,67.06,Healthy
Ghazni,2019,10,1.21,79.02,100.0,58.03,83.82,Healthy
Ghazni,2019,11,1.51,66.19,32.39,100.0,79.85,Healthy
Ghazni,2019,12,0.61,44.19,0.0,88.39,58.57,Normal
Ghazni,2020,1,1.38,50.0,0.0,100.0,70.81,Healthy
Ghazni,2020,2,0.43,47.76,21.95,73.58,57.25,Normal
Ghazni,2020,3,1.11,65.38,53.25,77.51,76.04,Healthy
Ghazni,2020,4,0.87,65.58,31.16,100.0,73.15,Healthy
Ghazni,2020,5,1.58,78.34,88.07,68.61,86.33,Healthy
Ghazni,2020,6,1.88,85.33,100.0,70.66,91.16,Healthy
Ghazni,2020,7,1.37,65.92,100.0,31.84,78.67,Healthy
Ghazni,2020,8,0.71,50.01,100.0,0.01,63.1,Healthy
Ghazni,2020,9,0.45,73.44,100.0,46.88,70.39,Healthy
Ghazni,2020,10,0.17,70.25,71.75,68.76,63.46,Healthy
Ghazni,2020,11,1.52,37.16,0.0,74.31,65.37,Healthy
Ghazni,2020,12,0.89,60.47,20.95,100.0,70.89,Healthy
Ghazni,2021,1,-0.45,47.77,80.81,14.74,40.23,Normal
Ghazni,2021,2,-2.29,50.0,100.0,0.0,25.55,Severe drought
Ghazni,2021,3,-2.01,60.51,100.0,21.01,31.36,Moderate drought
Ghazni,2021,4,-1.18,37.46,47.29,27.62,24.71,Severe drought
Ghazni,2021,5,-0.29,37.52,29.33,45.72,38.04,Moderate drought
Ghazni,2021,6,-0.45,24.8,29.65,19.95,28.77,Moderate drought
Ghazni,2021,7,1.03,28.91,24.79,33.02,56.83,Normal
Ghazni,2021,8,1.37,11.82,11.27,12.36,51.68,Normal
Ghazni,2021,9,1.49,7.89,6.93,8.85,50.52,Normal
Ghazni,2021,10,0.35,31.46,0.0,62.93,47.54,Normal
Ghazni,2021,11,-1.32,37.78,75.57,0.0,23.54,Severe drought
Ghazni,2021,12,-0.8,66.8,97.55,36.06,44.02,Normal
Ghazni,2022,1,0.56,46.34,25.0,67.68,58.71,Normal
Ghazni,2022,2,-0.23,50.94,59.91,41.98,45.92,Normal
Ghazni,2022,3,-0.67,49.03,98.07,0.0,37.02,Moderate drought
Ghazni,2022,4,-2.1,42.86,85.71,0.0,22.33,Severe drought
Ghazni,2022,5,-1.83,1.33,0.0,2.67,2.34,Severe drought
Ghazni,2022,6,-2.1,22.05,0.0,44.09,11.91,Severe drought
Ghazni,2022,7,0.37,46.33,0.0,92.66,55.39,Normal
Ghazni,2022,8,1.83,64.18,28.37,100.0,80.41,Healthy
Ghazni,2022,9,1.9,87.43,74.86,100.0,92.27,Healthy
Ghazni,2022,10,-0.25,57.38,43.67,71.1,48.77,Normal
Ghazni,2022,11,-0.2,59.0,78.95,39.05,50.56,Normal
Ghazni,2022,12,-0.74,75.58,78.93,72.24,49.34,Normal
Ghazni,2023,1,-0.93,60.42,45.04,75.8,39.07,Moderate drought
Ghazni,2023,2,-1.41,57.03,60.13,53.93,32.48,Moderate drought
Ghazni,2023,3,-0.73,70.57,96.4,44.73,46.92,Normal
Ghazni,2023,4,-1.04,89.92,100.0,79.84,52.4,Normal
Ghazni,2023,5,-0.43,100.0,100.0,100.0,66.61,Healthy
Ghazni,2023,6,-1.59,88.71,77.42,100.0,47.16,Normal
Ghazni,2023,7,0.55,83.14,66.27,100.0,77.07,Healthy
Ghazni,2023,8,0.32,45.73,57.09,34.36,54.05,Normal
Ghazni,2023,9,0.34,74.2,54.35,94.05,68.71,Healthy
Ghazni,2023,10,-0.11,89.49,78.99,100.0,67.65,Healthy
Ghazni,2023,11,-0.59,58.95,100.0,17.9,43.34,Normal
Ghazni,2023,12,-1.08,72.09,100.0,44.18,43.04,Normal
Ghor,2015,1,-0.53,48.65,52.61,44.7,39.26,Moderate drought
Ghor,2015,2,0.82,48.17,27.85,68.5,63.84,Healthy
Ghor,2015,3,1.15,64.37,45.54,83.2,75.89,Healthy
Ghor,2015,4,0.95,66.39,66.37,66.42,74.65,Healthy
Ghor,2015,5,-0.54,79.96,100.0,59.92,54.7,Normal
Ghor,2015,6,-0.85,63.81,86.06,41.56,41.73,Normal
Ghor,2015,7,-0.53,67.96,87.07,48.86,48.85,Normal
Ghor,2015,8,-1.0,76.43,83.63,69.22,46.12,Normal
Ghor,2015,9,-0.36,84.05,83.96,84.14,60.08,Healthy
Ghor,2015,10,0.9,95.73,91.45,100.0,88.6,Healthy
Ghor,2015,11,1.27,72.86,57.45,88.27,81.37,Healthy
Ghor,2015,12,0.19,54.94,61.51,48.37,56.15,Normal
Ghor,2016,1,-0.03,42.99,26.43,59.56,45.88,Normal
Ghor,2016,2,-1.59,42.63,52.7,32.56,24.11,Severe drought
Ghor,2016,3,-0.09,80.85,94.87,66.84,63.6,Healthy
Ghor,2016,4,0.22,78.39,94.38,62.4,68.64,Healthy
Ghor,2016,5,1.25,51.75,89.69,13.82,70.55,Healthy
Ghor,2016,6,0.57,43.49,68.4,18.57,57.6,Normal
Ghor,2016,7,0.01,37.92,61.65,14.18,44.15,Normal
Ghor,2016,8,-0.07,74.53,67.59,81.48,60.81,Healthy
Ghor,2016,9,-0.43,45.8,72.04,19.56,39.59,Moderate drought
Ghor,2016,10,-0.22,56.22,60.86,51.58,48.81,Normal
Ghor,2016,11,-0.1,59.74,100.0,19.48,52.87,Normal
Ghor,2016,12,-0.24,44.73,89.46,0.0,42.72,Normal
Ghor,2017,1,-0.2,56.93,57.12,56.75,49.56,Normal
Ghor,2017,2,1.57,50.14,7.86,92.41,72.14,Healthy
Ghor,2017,3,1.55,65.64,52.5,78.77,79.8,Healthy
Ghor,2017,4,1.07,43.55,51.36,35.73,64.68,Healthy
Ghor,2017,5,-1.03,34.08,63.93,4.23,24.63,Severe drought
Ghor,2017,6,-1.32,22.46,44.93,0.0,15.93,Severe drought
Ghor,2017,7,-0.06,28.98,41.85,16.12,38.23,Moderate drought
Ghor,2017,8,-0.83,36.14,40.7,31.57,28.25,Moderate drought
Ghor,2017,9,0.03,51.97,38.84,65.09,51.55,Normal
Ghor,2017,10,-0.57,13.07,26.14,0.0,20.79,Severe drought
Ghor,2017,11,-0.43,28.87,57.75,0.0,31.07,Moderate drought
Ghor,2017,12,-0.23,47.17,88.94,5.4,44.08,Normal
Ghor,2018,1,-1.26,50.0,100.0,0.0,30.16,Moderate drought
Ghor,2018,2,-0.91,63.44,85.99,40.89,40.78,Normal
Ghor,2018,3,-0.64,58.2,88.27,28.12,42.21,Normal
Ghor,2018,4,-0.13,83.59,100.0,67.18,64.11,Healthy
Ghor,2018,5,0.34,83.63,67.27,100.0,73.42,Healthy
Ghor,2018,6,0.27,54.43,73.02,35.84,57.62,Normal
Ghor,2018,7,1.32,29.73,51.88,7.57,60.21,Healthy
Ghor,2018,8,-0.67,39.68,39.83,39.54,32.44,Moderate drought
Ghor,2018,9,0.19,50.15,34.73,65.58,53.89,Normal
Ghor,2018,10,0.91,55.33,31.17,79.5,68.58,Healthy
Ghor,2018,11,0.34,67.4,72.37,62.42,65.3,Healthy
Ghor,2018,12,0.04,34.98,54.98,14.97,43.35,Normal
Ghor,2019,1,1.08,51.7,31.27,72.13,68.85,Healthy
Ghor,2019,2,1.6,50.0,0.0,100.0,72.25,Healthy
Ghor,2019,3,1.73,50.0,0.0,100.0,72.92,Healthy
Ghor,2019,4,1.68,59.34,18.67,100.0,77.33,Healthy
Ghor,2019,5,1.16,70.54,88.25,52.84,79.14,Healthy
Ghor,2019,6,1.56,100.0,100.0,100.0,97.05,Healthy
Ghor,2019,7,0.64,51.88,100.0,3.77,62.85,Healthy
Ghor,2019,8,2.52,78.12,95.47,60.78,88.77,Healthy
Ghor,2019,9,-0.32,71.97,99.61,44.32,54.78,Normal
Ghor,2019,10,1.91,79.99,100.0,59.98,88.59,Healthy
Ghor,2019,11,1.81,83.74,67.48,100.0,90.1,Healthy
Ghor,2019,12,1.07,40.19,36.06,44.32,63.01,Healthy
Ghor,2020,1,1.47,50.0,0.0,100.0,71.44,Healthy
Ghor,2020,2,0.15,43.72,21.32,66.12,49.79,Normal
Ghor,2020,3,0.44,63.46,51.32,75.59,65.29,Healthy
Ghor,2020,4,0.56,56.48,18.49,94.47,63.77,Healthy
Ghor,2020,5,1.71,61.04,88.84,33.25,78.34,Healthy
Ghor,2020,6,1.99,58.24,89.28,27.19,77.96,Healthy
Ghor,2020,7,2.08,64.6,99.26,29.94,81.36,Healthy
Ghor,2020,8,1.46,50.0,100.0,0.0,71.38,Healthy
Ghor,2020,9,3.45,86.48,100.0,72.96,93.23,Healthy
Ghor,2020,10,-0.07,62.71,59.22,66.2,54.89,Normal
Ghor,2020,11,1.44,45.35,0.0,90.7,68.95,Healthy
Ghor,2020,12,0.51,50.0,0.0,100.0,59.71,Normal
Ghor,2021,1,-0.63,41.94,43.18,40.7,34.21,Moderate drought
Ghor,2021,2,-2.33,50.0,100.0,0.0,25.49,Severe drought
Ghor,2021,3,-1.95,61.82,100.0,23.63,32.18,Moderate drought
Ghor,2021,4,-1.81,0.1,0.0,0.19,1.8,Severe drought
Ghor,2021,5,-0.77,20.06,0.0,40.11,21.06,Severe drought
Ghor,2021,6,-0.86,4.43,6.42,2.45,11.9,Severe drought
Ghor,2021,7,0.8,15.89,2.33,29.45,47.32,Normal
Ghor,2021,8,-1.0,24.46,0.0,48.91,20.2,Severe drought
Ghor,2021,9,-0.34,0.0,0.0,0.0,18.28,Severe drought
Ghor,2021,10,-0.58,25.41,4.89,45.94,26.76,Moderate drought
Ghor,2021,11,-1.4,49.27,67.43,31.12,28.66,Moderate drought
Ghor,2021,12,-1.14,50.98,68.4,33.57,31.88,Moderate drought
Ghor,2022,1,-0.61,43.29,7.67,78.9,35.18,Moderate drought
Ghor,2022,2,-0.85,42.87,17.14,68.6,31.28,Moderate drought
Ghor,2022,3,-0.96,48.2,96.4,0.0,32.55,Moderate drought
Ghor,2022,4,-1.8,42.16,84.33,0.0,22.89,Severe drought
Ghor,2022,5,-1.57,9.37,18.74,0.0,7.62,Severe drought
Ghor,2022,6,-1.54,7.69,0.0,15.38,6.95,Severe drought
Ghor,2022,7,-1.02,0.0,0.0,0.0,7.65,Severe drought
Ghor,2022,8,-0.3,39.01,3.13,74.88,38.54,Moderate drought
Ghor,2022,9,2.69,40.13,20.44,59.83,69.89,Healthy
Ghor,2022,10,-0.17,10.61,0.0,21.21,26.92,Moderate drought
Ghor,2022,11,-0.62,60.37,61.41,59.33,43.62,Normal
Ghor,2022,12,-1.2,51.27,46.42,56.12,31.37,Moderate drought
Ghor,2023,1,-1.36,58.94,23.1,94.79,33.85,Moderate drought
Ghor,2023,2,-0.92,57.98,45.33,70.63,37.87,Moderate drought
Ghor,2023,3,-0.89,65.18,95.13,35.24,41.93,Normal
Ghor,2023,4,-1.36,35.75,33.81,37.7,22.22,Severe drought
Ghor,2023,5,-1.81,39.19,40.21,38.17,21.37,Severe drought
Ghor,2023,6,-1.68,17.17,21.5,12.85,10.89,Severe drought
Ghor,2023,7,-0.47,57.22,14.43,100.0,44.49,Normal
Ghor,2023,8,0.63,54.41,8.81,100.0,64.01,Healthy
Ghor,2023,9,-0.36,59.02,18.03,100.0,47.57,Normal
Ghor,2023,10,-0.09,55.63,30.19,81.07,50.98,Normal
Ghor,2023,11,0.18,57.81,92.27,23.36,57.47,Normal
Ghor,2023,12,-0.8,50.62,100.0,1.24,35.85,Moderate drought
Hilmand,2015,1,-0.74,20.81,30.77,10.84,21.94,Severe drought
Hilmand,2015,2,-0.42,29.92,0.0,59.84,31.91,Moderate drought
Hilmand,2015,3,-0.15,50.0,0.0,100.0,47.08,Normal
Hilmand,2015,4,0.01,32.36,22.97,41.74,41.29,Normal
Hilmand,2015,5,-0.01,43.28,43.17,43.39,46.53,Normal
Hilmand,2015,6,-0.09,50.7,40.05,61.36,48.5,Normal
Hilmand,2015,7,0.7,49.75,38.86,60.65,62.8,Healthy
Hilmand,2015,8,-1.38,41.86,36.34,47.39,25.09,Severe drought
Hilmand,2015,9,-0.83,40.13,13.14,67.13,30.22,Moderate drought
Hilmand,2015,10,1.54,26.18,39.17,13.19,60.02,Healthy
Hilmand,2015,11,0.76,59.52,57.65,61.38,68.63,Healthy
Hilmand,2015,12,0.11,77.41,57.9,96.93,65.88,Healthy
Hilmand,2016,1,-0.79,53.19,100.0,6.38,37.34,Moderate drought
Hilmand,2016,2,-1.7,53.87,71.45,36.28,29.17,Moderate drought
Hilmand,2016,3,0.24,58.81,44.35,73.27,59.23,Normal
Hilmand,2016,4,0.69,31.06,38.93,23.19,53.33,Normal
Hilmand,2016,5,1.56,12.17,24.35,0.0,53.12,Normal
Hilmand,2016,6,0.56,55.34,32.1,78.58,63.33,Healthy
Hilmand,2016,7,0.77,20.51,18.18,22.85,49.23,Normal
Hilmand,2016,8,-0.52,46.06,34.55,57.57,38.09,Moderate drought
Hilmand,2016,9,-0.17,11.74,23.48,0.0,27.45,Moderate drought
Hilmand,2016,10,-0.5,30.84,4.28,57.4,30.81,Moderate drought
Hilmand,2016,11,-0.7,22.81,17.79,27.84,23.48,Severe drought
Hilmand,2016,12,-1.03,15.89,31.78,0.0,15.54,Severe drought
Hilmand,2017,1,0.07,38.3,38.89,37.71,45.62,Normal
Hilmand,2017,2,0.89,60.68,40.82,80.55,71.04,Healthy
Hilmand,2017,3,0.77,50.45,31.84,69.05,64.18,Healthy
Hilmand,2017,4,0.41,23.15,31.4,14.9,44.55,Normal
Hilmand,2017,5,-0.37,31.23,48.85,13.62,33.45,Moderate drought
Hilmand,2017,6,-1.27,29.16,58.33,0.0,19.69,Severe drought
Hilmand,2017,7,-0.05,47.32,50.25,44.38,47.66,Normal
Hilmand,2017,8,-1.71,44.46,45.48,43.44,24.4,Severe drought
Hilmand,2017,9,-1.12,41.51,30.96,52.07,27.28,Moderate drought
Hilmand,2017,10,-0.9,14.99,29.98,0.0,16.65,Severe drought
Hilmand,2017,11,0.31,12.62,25.24,0.0,37.34,Moderate drought
Hilmand,2017,12,0.58,35.51,3.05,67.97,53.73,Normal
Hilmand,2018,1,-0.85,4.07,8.14,0.0,11.92,Severe drought
Hilmand,2018,2,-0.93,22.35,15.98,28.73,20.04,Severe drought
Hilmand,2018,3,-1.01,4.75,9.49,0.0,10.18,Severe drought
Hilmand,2018,4,-0.29,34.67,0.0,69.33,36.63,Moderate drought
Hilmand,2018,5,-0.13,55.59,11.18,100.0,50.15,Normal
Hilmand,2018,6,0.35,30.02,2.0,58.04,46.83,Normal
Hilmand,2018,7,1.06,15.56,0.0,31.12,50.57,Normal
Hilmand,2018,8,0.06,47.32,0.0,94.64,49.78,Normal
Hilmand,2018,9,0.3,25.66,0.0,51.33,43.68,Normal
Hilmand,2018,10,0.31,31.21,0.0,62.42,46.71,Normal
Hilmand,2018,11,0.6,15.89,0.0,31.78,44.3,Normal
Hilmand,2018,12,-0.24,14.96,10.5,19.42,27.66,Moderate drought
Hilmand,2019,1,-0.36,6.52,0.0,13.05,21.3,Severe drought
Hilmand,2019,2,0.62,60.36,20.73,100.0,66.82,Healthy
Hilmand,2019,3,2.39,45.97,3.17,88.77,72.57,Healthy
Hilmand,2019,4,2.92,77.91,55.82,100.0,88.87,Healthy
Hilmand,2019,5,3.07,81.48,79.94,83.02,90.69,Healthy
Hilmand,2019,6,2.73,67.84,77.8,57.88,83.76,Healthy
Hilmand,2019,7,1.43,28.36,55.01,1.71,60.34,Healthy
Hilmand,2019,8,0.07,59.08,64.24,53.92,55.99,Normal
Hilmand,2019,9,-0.78,37.47,62.5,12.44,29.66,Moderate drought
Hilmand,2019,10,0.63,57.24,78.13,36.36,65.47,Healthy
Hilmand,2019,11,1.99,100.0,100.0,100.0,98.84,Healthy
Hilmand,2019,12,1.43,86.65,100.0,73.31,89.53,Healthy
Hilmand,2020,1,2.71,78.93,66.38,91.48,89.3,Healthy
Hilmand,2020,2,2.07,76.3,100.0,52.61,87.19,Healthy
Hilmand,2020,3,1.64,88.88,100.0,77.76,91.91,Healthy
Hilmand,2020,4,0.47,84.12,100.0,68.25,76.04,Healthy
Hilmand,2020,5,0.77,70.21,100.0,40.42,74.03,Healthy
Hilmand,2020,6,1.64,55.62,100.0,11.23,75.29,Healthy
Hilmand,2020,7,1.39,50.0,100.0,0.0,70.9,Healthy
Hilmand,2020,8,1.72,50.0,100.0,0.0,72.86,Healthy
Hilmand,2020,9,1.48,86.09,100.0,72.17,89.58,Healthy
Hilmand,2020,10,1.24,100.0,100.0,100.0,94.62,Healthy
Hilmand,2020,11,0.89,93.62,97.81,89.44,87.53,Healthy
Hilmand,2020,12,0.24,89.55,82.05,97.06,74.52,Healthy
Hilmand,2021,1,-1.2,32.69,49.59,15.79,22.15,Severe drought
Hilmand,2021,2,-2.06,19.13,38.26,0.0,10.56,Severe drought
Hilmand,2021,3,-1.89,22.5,16.22,28.78,12.71,Severe drought
Hilmand,2021,4,-1.35,22.33,21.79,22.87,15.58,Severe drought
Hilmand,2021,5,-0.68,43.14,21.56,64.72,34.05,Moderate drought
Hilmand,2021,6,-0.38,27.88,23.79,31.96,31.48,Moderate drought
Hilmand,2021,7,1.36,31.62,14.06,49.17,61.5,Healthy
Hilmand,2021,8,1.06,42.47,47.22,37.73,64.06,Healthy
Hilmand,2021,9,1.14,35.16,31.47,38.85,61.27,Healthy
Hilmand,2021,10,-0.9,52.1,18.72,85.48,35.21,Moderate drought
Hilmand,2021,11,-1.94,19.15,4.41,33.89,10.9,Severe drought
Hilmand,2021,12,-1.2,27.87,0.0,55.74,19.65,Severe drought
Hilmand,2022,1,0.39,33.16,10.75,55.57,49.16,Normal
Hilmand,2022,2,-0.24,36.03,30.34,41.71,38.3,Moderate drought
Hilmand,2022,3,-0.3,23.18,42.19,4.18,30.66,Moderate drought
Hilmand,2022,4,-1.2,6.35,12.7,0.0,8.96,Severe drought
Hilmand,2022,5,-0.79,33.53,0.0,67.06,27.55,Moderate drought
Hilmand,2022,6,-1.55,50.0,0.0,100.0,28.01,Moderate drought
Hilmand,2022,7,-0.08,64.51,37.87,91.16,55.76,Normal
Hilmand,2022,8,2.23,73.94,48.25,99.63,86.32,Healthy
Hilmand,2022,9,2.32,51.45,52.93,49.96,75.22,Healthy
Hilmand,2022,10,-0.13,49.99,28.53,71.45,47.51,Normal
Hilmand,2022,11,-0.29,45.56,66.8,24.33,42.03,Normal
Hilmand,2022,12,-0.78,80.49,60.98,100.0,51.19,Normal
Hilmand,2023,1,-0.16,66.7,33.39,100.0,55.23,Normal
Hilmand,2023,2,-0.64,25.74,14.34,37.15,26.0,Moderate drought
Hilmand,2023,3,-0.48,31.78,14.78,48.78,31.65,Moderate drought
Hilmand,2023,4,-0.75,40.31,7.45,73.17,31.48,Moderate drought
Hilmand,2023,5,-0.49,40.8,4.01,77.58,35.98,Moderate drought
Hilmand,2023,6,-0.93,46.18,10.87,81.49,31.84,Moderate drought
Hilmand,2023,7,-0.33,57.99,15.97,100.0,47.46,Normal
Hilmand,2023,8,0.15,70.18,40.35,100.0,63.11,Healthy
Hilmand,2023,9,0.23,58.64,17.29,100.0,58.91,Normal
Hilmand,2023,10,0.72,43.16,37.15,49.17,59.84,Normal
Hilmand,2023,11,1.1,36.49,28.61,44.38,61.51,Healthy
Hilmand,2023,12,0.27,52.2,37.01,67.39,56.45,Normal
Hirat,2015,1,-0.2,31.32,33.99,28.66,36.6,Moderate drought
Hirat,2015,2,1.46,52.75,37.77,67.73,72.75,Healthy
Hirat,2015,3,1.77,62.29,24.58,100.0,79.21,Healthy
Hirat,2015,4,1.4,55.01,61.12,48.89,73.45,Healthy
Hirat,2015,5,0.29,53.06,51.8,54.32,57.2,Normal
Hirat,2015,6,-0.48,49.41,48.37,50.44,40.4,Normal
Hirat,2015,7,-0.3,61.71,47.41,76.01,49.97,Normal
Hirat,2015,8,-0.68,48.14,46.11,50.17,36.47,Moderate drought
Hirat,2015,9,-0.36,52.14,44.8,59.49,44.0,Normal
Hirat,2015,10,1.12,52.36,71.09,33.64,69.59,Healthy
Hirat,2015,11,0.77,81.68,84.18,79.19,79.78,Healthy
Hirat,2015,12,0.17,79.6,100.0,59.21,68.1,Healthy
Hirat,2016,1,-0.44,62.54,100.0,25.07,47.79,Normal
Hirat,2016,2,-1.72,58.52,99.17,17.86,31.41,Moderate drought
Hirat,2016,3,-0.27,89.67,100.0,79.33,64.54,Healthy
Hirat,2016,4,0.12,55.18,62.1,48.25,54.92,Normal
Hirat,2016,5,1.01,20.85,41.71,0.0,52.63,Normal
Hirat,2016,6,0.5,43.99,28.25,59.73,56.52,Normal
Hirat,2016,7,0.2,34.88,29.15,40.6,46.33,Normal
Hirat,2016,8,1.39,39.62,30.92,48.31,65.7,Healthy
Hirat,2016,9,-0.36,15.85,31.7,0.0,25.86,Severe drought
Hirat,2016,10,-0.68,53.55,31.36,75.74,39.13,Moderate drought
Hirat,2016,11,-1.03,46.13,26.09,66.16,30.67,Moderate drought
Hirat,2016,12,-0.85,6.17,12.35,0.0,12.94,Severe drought
Hirat,2017,1,-0.0,43.11,33.74,52.48,46.46,Normal
Hirat,2017,2,1.94,47.53,15.21,79.84,72.46,Healthy
Hirat,2017,3,1.87,47.46,16.08,78.84,72.19,Healthy
Hirat,2017,4,1.16,52.46,51.57,53.35,70.05,Healthy
Hirat,2017,5,-0.24,33.38,52.81,13.96,36.94,Moderate drought
Hirat,2017,6,-1.07,44.74,53.46,36.02,29.43,Moderate drought
Hirat,2017,7,-0.09,67.81,55.94,79.68,57.11,Normal
Hirat,2017,8,-0.68,38.4,52.25,24.55,31.6,Moderate drought
Hirat,2017,9,-0.36,48.83,49.28,48.37,42.41,Normal
Hirat,2017,10,-0.62,25.16,50.31,0.0,25.92,Severe drought
Hirat,2017,11,-0.82,19.59,39.19,0.0,20.14,Severe drought
Hirat,2017,12,-0.68,17.82,22.57,13.08,21.35,Severe drought
Hirat,2018,1,-1.95,25.32,50.64,0.0,13.94,Severe drought
Hirat,2018,2,-0.95,42.78,51.7,33.86,29.98,Moderate drought
Hirat,2018,3,-0.36,0.3,0.6,0.0,18.14,Severe drought
Hirat,2018,4,0.23,40.54,9.04,72.05,49.91,Normal
Hirat,2018,5,0.41,51.94,3.88,100.0,59.0,Normal
Hirat,2018,6,0.42,44.53,0.0,89.05,55.41,Normal
Hirat,2018,7,0.85,23.0,0.0,45.99,51.63,Normal
Hirat,2018,8,-0.03,43.8,0.0,87.61,46.39,Normal
Hirat,2018,9,0.9,18.99,0.0,37.99,50.31,Normal
Hirat,2018,10,2.3,33.37,0.0,66.74,66.15,Healthy
Hirat,2018,11,0.65,38.0,0.0,76.0,56.05,Normal
Hirat,2018,12,-0.31,9.49,0.21,18.77,23.75,Severe drought
Hirat,2019,1,-0.0,32.77,26.31,39.23,41.29,Normal
Hirat,2019,2,1.36,50.0,0.0,100.0,70.65,Healthy
Hirat,2019,3,1.84,46.31,0.0,92.62,71.52,Healthy
Hirat,2019,4,1.94,91.44,82.88,100.0,94.4,Healthy
Hirat,2019,5,1.56,89.2,91.74,86.66,91.61,Healthy
Hirat,2019,6,1.57,100.0,100.0,100.0,97.11,Healthy
Hirat,2019,7,-0.04,48.5,96.99,0.0,48.45,Normal
Hirat,2019,8,1.11,71.58,89.97,53.19,79.13,Healthy
Hirat,2019,9,-0.36,58.87,91.39,26.35,47.37,Normal
Hirat,2019,10,1.63,74.45,94.09,54.82,84.65,Healthy
Hirat,2019,11,0.56,100.0,100.0,100.0,85.68,Healthy
Hirat,2019,12,0.03,53.55,80.23,26.86,52.43,Normal
Hirat,2020,1,1.23,71.39,42.77,100.0,80.24,Healthy
Hirat,2020,2,0.17,66.32,92.23,40.42,61.62,Healthy
Hirat,2020,3,1.0,87.18,99.78,74.59,85.64,Healthy
Hirat,2020,4,1.03,87.05,100.0,74.1,85.98,Healthy
Hirat,2020,5,1.87,82.77,100.0,65.55,89.86,Healthy
Hirat,2020,6,1.92,65.3,97.99,32.61,81.28,Healthy
Hirat,2020,7,1.11,64.85,100.0,29.71,75.71,Healthy
Hirat,2020,8,2.67,53.37,100.0,6.73,76.49,Healthy
Hirat,2020,9,2.35,89.82,100.0,79.64,94.44,Healthy
Hirat,2020,10,0.38,100.0,100.0,100.0,82.34,Healthy
Hirat,2020,11,1.36,81.38,65.71,97.04,86.32,Healthy
Hirat,2020,12,0.63,67.18,34.36,100.0,70.36,Healthy
Hirat,2021,1,-0.7,44.28,69.73,18.83,34.31,Moderate drought
Hirat,2021,2,-1.83,50.0,100.0,0.0,26.69,Moderate drought
Hirat,2021,3,-1.62,7.16,12.33,1.99,6.2,Severe drought
Hirat,2021,4,-1.33,0.0,0.0,0.0,4.57,Severe drought
Hirat,2021,5,-0.56,28.8,0.0,57.6,28.74,Moderate drought
Hirat,2021,6,-0.34,1.95,3.89,0.0,19.29,Severe drought
Hirat,2021,7,1.93,29.02,13.95,44.1,63.18,Healthy
Hirat,2021,8,-0.68,9.15,18.3,0.0,16.99,Severe drought
Hirat,2021,9,-0.36,22.99,15.9,30.08,29.45,Moderate drought
Hirat,2021,10,-0.93,50.48,15.03,85.93,34.1,Moderate drought
Hirat,2021,11,-1.35,24.14,12.44,35.83,16.5,Severe drought
Hirat,2021,12,-0.85,15.1,6.79,23.42,17.4,Severe drought
Hirat,2022,1,0.12,40.47,20.06,60.89,47.6,Normal
Hirat,2022,2,-0.25,47.82,49.38,46.27,43.95,Normal
Hirat,2022,3,-0.59,31.23,56.58,5.88,29.57,Moderate drought
Hirat,2022,4,-1.27,37.13,44.95,29.31,23.68,Severe drought
Hirat,2022,5,-1.32,65.14,35.84,94.45,37.23,Moderate drought
Hirat,2022,6,-1.03,36.31,22.39,50.23,25.72,Severe drought
Hirat,2022,7,-0.87,50.77,26.34,75.19,35.01,Moderate drought
Hirat,2022,8,-0.12,52.35,28.42,76.27,48.77,Normal
Hirat,2022,9,3.08,32.96,32.96,32.95,66.43,Healthy
Hirat,2022,10,-0.22,34.92,25.75,44.1,38.18,Moderate drought
Hirat,2022,11,-0.9,46.48,55.47,37.5,32.39,Moderate drought
Hirat,2022,12,-1.08,63.17,44.21,82.14,38.62,Moderate drought
Hirat,2023,1,-1.44,45.65,0.0,91.3,26.58,Moderate drought
Hirat,2023,2,-1.01,64.95,65.8,64.09,40.31,Normal
Hirat,2023,3,-1.14,30.92,59.91,1.93,21.84,Severe drought
Hirat,2023,4,-1.37,26.66,22.89,30.43,17.57,Severe drought
Hirat,2023,5,-1.84,32.27,11.82,52.72,17.79,Severe drought
Hirat,2023,6,-1.86,21.33,2.82,39.84,12.23,Severe drought
Hirat,2023,7,-0.72,53.25,6.5,100.0,38.4,Moderate drought
Hirat,2023,8,-0.46,55.02,10.03,100.0,43.71,Normal
Hirat,2023,9,-0.36,55.01,10.02,100.0,45.44,Normal
Hirat,2023,10,-0.17,20.58,13.99,27.18,31.97,Moderate drought
Hirat,2023,11,0.23,18.14,6.43,29.86,38.7,Moderate drought
Hirat,2023,12,-0.85,7.97,0.0,15.95,13.83,Severe drought
Jawzjan,2015,1,-0.14,46.02,54.71,37.33,45.21,Normal
Jawzjan,2015,2,0.72,81.55,87.12,75.98,79.01,Healthy
Jawzjan,2015,3,1.1,100.0,100.0,100.0,93.25,Healthy
Jawzjan,2015,4,0.66,87.12,100.0,74.24,80.84,Healthy
Jawzjan,2015,5,-0.43,80.5,65.78,95.23,56.94,Normal
Jawzjan,2015,6,-0.8,27.89,55.78,0.0,24.54,Severe drought
Jawzjan,2015,7,-0.07,58.78,62.12,55.44,52.92,Normal
