province,year,month,vci,tci,vhi
Paktya,2022,5,0.0,1.86,0.93
Samangan,2022,5,9.05,34.86,21.95
Sar-e-Pul,2022,5,0.0,1.8,0.9
Takhar,2022,5,0.0,0.0,0.0
Wardak,2022,5,9.37,0.0,4.69
Zabul,2022,5,1.84,39.57,20.7
Khost,2022,6,0.0,23.85,11.93
Paktika,2022,6,0.0,39.33,19.66
Daykundi,2022,6,0.0,32.5,16.25
Panjsher,2022,6,89.38,8.38,48.88
Parwan,2022,6,0.0,37.88,18.94
Uruzgan,2022,6,0.0,84.13,42.07
Badakhshan,2022,6,74.22,0.0,37.11
Badghis,2022,6,14.03,21.05,17.54
Baghlan,2022,6,11.81,26.04,18.92
Balkh,2022,6,6.85,13.83,10.34
Bamyan,2022,6,0.0,9.8,4.9
Farah,2022,6,20.91,84.28,52.6
Faryab,2022,6,16.3,33.12,24.71
Ghazni,2022,6,0.0,44.09,22.05
Ghor,2022,6,0.0,15.38,7.69
Hilmand,2022,6,0.0,100.0,50.0
Hirat,2022,6,22.39,50.23,36.31
Jawzjan,2022,6,11.68,35.71,23.7
Kabul,2022,6,0.0,62.57,31.29
Kandahar,2022,6,18.36,98.75,58.55
Kapisa,2022,6,0.0,47.35,23.68
Kunar,2022,6,0.0,53.47,26.73
Kunduz,2022,6,39.64,6.61,23.12
Laghman,2022,6,0.0,49.15,24.58
Logar,2022,6,0.0,75.39,37.7
Nangarhar,2022,6,0.0,64.72,32.36
Nimroz,2022,6,0.0,96.61,48.3
Nuristan,2022,6,97.6,30.55,64.07
Paktya,2022,6,0.0,46.62,23.31
Samangan,2022,6,22.78,29.52,26.15
Sar-e-Pul,2022,6,0.0,16.63,8.32
Takhar,2022,6,10.28,3.71,7.0
Wardak,2022,6,0.0,32.71,16.35
Zabul,2022,6,7.02,61.82,34.42
Khost,2022,7,63.05,100.0,81.53
Paktika,2022,7,8.91,100.0,54.46
Daykundi,2022,7,0.0,41.88,20.94
Panjsher,2022,7,0.0,18.57,9.29
Parwan,2022,7,0.0,38.79,19.39
Uruzgan,2022,7,11.81,79.51,45.66
Badakhshan,2022,7,0.0,0.0,0.0
Badghis,2022,7,16.93,62.74,39.84
Baghlan,2022,7,6.56,72.18,39.37
Balkh,2022,7,13.36,90.06,51.71
Bamyan,2022,7,0.0,23.81,11.9
Farah,2022,7,26.83,92.34,59.58
Faryab,2022,7,20.25,75.06,47.65
Ghazni,2022,7,0.0,92.66,46.33
Ghor,2022,7,0.0,0.0,0.0
Hilmand,2022,7,37.87,91.16,64.51
Hirat,2022,7,26.34,75.19,50.77
Jawzjan,2022,7,10.48,77.62,44.05
Kabul,2022,7,25.5,100.0,62.75
Kandahar,2022,7,17.99,86.72,52.36
Kapisa,2022,7,50.15,100.0,75.08
Kunar,2022,7,49.6,92.42,71.01
Kunduz,2022,7,50.94,100.0,75.47
Laghman,2022,7,43.24,100.0,71.62
Logar,2022,7,38.92,100.0,69.46
Nangarhar,2022,7,74.15,100.0,87.07
Nimroz,2022,7,15.23,91.31,53.27
Nuristan,2022,7,15.81,62.89,39.35
Paktya,2022,7,29.81,100.0,64.9
Samangan,2022,7,23.17,69.62,46.4
Sar-e-Pul,2022,7,0.0,53.96,26.98
Takhar,2022,7,0.0,57.22,28.61
Wardak,2022,7,0.0,49.7,24.85
Zabul,2022,7,8.23,100.0,54.11
Khost,2022,8,100.0,100.0,100.0
Paktika,2022,8,75.18,100.0,87.59
Daykundi,2022,8,0.0,100.0,50.0
Panjsher,2022,8,21.62,100.0,60.81
Parwan,2022,8,0.0,100.0,50.0
Uruzgan,2022,8,29.96,100.0,64.98
Badakhshan,2022,8,0.0,95.87,47.94
Badghis,2022,8,20.76,81.24,51.0
Baghlan,2022,8,21.93,100.0,60.96
Balkh,2022,8,22.42,71.95,47.19
Bamyan,2022,8,0.0,100.0,50.0
Farah,2022,8,30.97,97.81,64.39
Faryab,2022,8,21.69,80.78,51.23
Ghazni,2022,8,28.37,100.0,64.18
Ghor,2022,8,3.13,74.88,39.01
Hilmand,2022,8,48.25,99.63,73.94
Hirat,2022,8,28.42,76.27,52.35
Jawzjan,2022,8,9.68,62.57,36.13
Kabul,2022,8,52.79,100.0,76.39
Kandahar,2022,8,35.59,100.0,67.8
Kapisa,2022,8,55.69,100.0,77.85
Kunar,2022,8,72.67,100.0,86.33
Kunduz,2022,8,0.0,74.13,37.07
Laghman,2022,8,100.0,100.0,100.0
Logar,2022,8,75.97,100.0,87.99
Nangarhar,2022,8,100.0,100.0,100.0
Nimroz,2022,8,20.52,65.84,43.18
Nuristan,2022,8,39.05,100.0,69.52
Paktya,2022,8,87.05,100.0,93.52
Samangan,2022,8,23.62,91.38,57.5
Sar-e-Pul,2022,8,0.0,94.98,47.49
Takhar,2022,8,2.5,81.25,41.87
Wardak,2022,8,4.66,100.0,52.33
Zabul,2022,8,23.37,100.0,61.68
Khost,2022,9,100.0,100.0,100.0
Paktika,2022,9,100.0,90.97,95.49
Daykundi,2022,9,10.71,69.0,39.85
Panjsher,2022,9,93.57,97.85,95.71
Parwan,2022,9,32.9,97.33,65.11
Uruzgan,2022,9,39.15,76.89,58.02
Badakhshan,2022,9,18.72,67.47,43.1
Badghis,2022,9,16.43,33.45,24.94
Baghlan,2022,9,23.94,58.99,41.46
Balkh,2022,9,19.7,49.73,34.72
Bamyan,2022,9,0.0,64.04,32.02
Farah,2022,9,51.09,52.27,51.68
Faryab,2022,9,21.73,29.24,25.48
Ghazni,2022,9,74.86,100.0,87.43
Ghor,2022,9,20.44,59.83,40.13
Hilmand,2022,9,52.93,49.96,51.45
Hirat,2022,9,32.96,32.95,32.96
Jawzjan,2022,9,14.28,23.62,18.95
Kabul,2022,9,74.35,100.0,87.18
Kandahar,2022,9,44.67,50.45,47.56
Kapisa,2022,9,64.45,100.0,82.23
Kunar,2022,9,100.0,100.0,100.0
Kunduz,2022,9,0.0,47.58,23.79
Laghman,2022,9,100.0,100.0,100.0
Logar,2022,9,100.0,100.0,100.0
Nangarhar,2022,9,100.0,100.0,100.0
Nimroz,2022,9,46.1,52.05,49.07
Nuristan,2022,9,89.13,100.0,94.56
Paktya,2022,9,100.0,100.0,100.0
Samangan,2022,9,14.37,57.56,35.97
Sar-e-Pul,2022,9,0.0,52.71,26.36
Takhar,2022,9,11.14,63.36,37.25
Wardak,2022,9,80.17,100.0,90.09
Zabul,2022,9,44.63,81.0,62.82
Khost,2022,10,79.44,27.47,53.45
Paktika,2022,10,97.46,70.44,83.95
Daykundi,2022,10,0.0,25.61,12.8
Panjsher,2022,10,79.87,9.83,44.85
Parwan,2022,10,0.0,12.22,6.11
Uruzgan,2022,10,22.54,56.77,39.66
Badakhshan,2022,10,11.47,58.51,34.99
Badghis,2022,10,6.36,62.65,34.51
Baghlan,2022,10,9.8,37.91,23.85
Balkh,2022,10,8.33,85.09,46.71
Bamyan,2022,10,0.0,18.2,9.1
Farah,2022,10,30.64,53.65,42.14
Faryab,2022,10,11.86,81.41,46.63
Ghazni,2022,10,43.67,71.1,57.38
Ghor,2022,10,0.0,21.21,10.61
Hilmand,2022,10,28.53,71.45,49.99
Hirat,2022,10,25.75,44.1,34.92
Jawzjan,2022,10,3.96,75.22,39.59
Kabul,2022,10,32.46,6.69,19.58
Kandahar,2022,10,37.45,71.04,54.25
Kapisa,2022,10,36.58,4.84,20.71
Kunar,2022,10,16.59,12.8,14.69
Kunduz,2022,10,51.45,67.42,59.43
Laghman,2022,10,44.54,0.0,22.27
Logar,2022,10,79.52,42.5,61.01
Nangarhar,2022,10,88.17,0.0,44.09
Nimroz,2022,10,21.07,77.24,49.15
Nuristan,2022,10,90.15,4.89,47.52
Paktya,2022,10,55.31,31.09,43.2
Samangan,2022,10,12.33,55.85,34.09
Sar-e-Pul,2022,10,0.0,47.87,23.94
Takhar,2022,10,14.7,54.71,34.7
Wardak,2022,10,26.36,28.16,27.26
Zabul,2022,10,40.24,74.87,57.55
Khost,2022,11,100.0,57.22,78.61
Paktika,2022,11,67.7,52.44,60.07
Daykundi,2022,11,64.41,47.6,56.0
Panjsher,2022,11,42.58,88.97,65.78
Parwan,2022,11,69.65,52.56,61.1
Uruzgan,2022,11,18.04,25.75,21.89
Badakhshan,2022,11,27.51,94.82,61.16
Badghis,2022,11,44.27,53.37,48.82
Baghlan,2022,11,69.09,73.18,71.14
Balkh,2022,11,77.24,51.13,64.19
Bamyan,2022,11,63.72,59.56,61.64
Farah,2022,11,75.89,15.6,45.74
Faryab,2022,11,69.77,63.36,66.57
Ghazni,2022,11,78.95,39.05,59.0
Ghor,2022,11,61.41,59.33,60.37
Hilmand,2022,11,66.8,24.33,45.56
Hirat,2022,11,55.47,37.5,46.48
Jawzjan,2022,11,51.05,57.34,54.2
Kabul,2022,11,73.01,40.2,56.6
Kandahar,2022,11,40.71,47.0,43.86
Kapisa,2022,11,92.33,54.5,73.42
Kunar,2022,11,69.51,64.32,66.92
Kunduz,2022,11,84.31,62.61,73.46
Laghman,2022,11,64.76,61.77,63.27
Logar,2022,11,100.0,44.64,72.32
Nangarhar,2022,11,100.0,51.44,75.72
Nimroz,2022,11,77.09,29.28,53.19
Nuristan,2022,11,44.68,71.12,57.9
Paktya,2022,11,95.4,50.97,73.18
Samangan,2022,11,89.0,55.67,72.34
Sar-e-Pul,2022,11,96.77,57.67,77.22
Takhar,2022,11,95.87,75.29,85.58
Wardak,2022,11,79.51,45.06,62.29
Zabul,2022,11,47.22,49.12,48.17
Khost,2022,12,98.64,85.84,92.24
Paktika,2022,12,55.76,94.34,75.05
Daykundi,2022,12,53.41,57.54,55.47
Panjsher,2022,12,38.8,65.57,52.18
Parwan,2022,12,64.47,51.52,58.0
Uruzgan,2022,12,9.24,79.03,44.14
Badakhshan,2022,12,30.55,66.67,48.61
Badghis,2022,12,76.01,53.34,64.67
Baghlan,2022,12,79.87,52.56,66.22
Balkh,2022,12,98.11,34.45,66.28
Bamyan,2022,12,50.21,51.53,50.87
Farah,2022,12,89.92,86.97,88.45
Faryab,2022,12,86.05,28.07,57.06
Ghazni,2022,12,78.93,72.24,75.58
Ghor,2022,12,46.42,56.12,51.27
Hilmand,2022,12,60.98,100.0,80.49
Hirat,2022,12,44.21,82.14,63.17
Jawzjan,2022,12,53.14,23.28,38.21
Kabul,2022,12,58.25,70.63,64.44
Kandahar,2022,12,42.23,100.0,71.12
Kapisa,2022,12,79.91,60.69,70.3
Kunar,2022,12,75.72,56.43,66.08
Kunduz,2022,12,93.12,58.85,75.99
Laghman,2022,12,67.19,62.68,64.93
Logar,2022,12,83.36,74.14,78.75
Nangarhar,2022,12,97.25,65.21,81.23
Nimroz,2022,12,87.41,100.0,93.7
Nuristan,2022,12,39.37,70.4,54.89
Paktya,2022,12,91.26,65.07,78.17
Samangan,2022,12,78.0,34.81,56.41
Sar-e-Pul,2022,12,73.61,47.82,60.72
Takhar,2022,12,97.4,55.84,76.62
Wardak,2022,12,76.2,51.33,63.77
Zabul,2022,12,16.06,100.0,58.03
Khost,2023,1,99.48,92.0,95.74
Paktika,2023,1,71.62,64.87,68.25
Daykundi,2023,1,45.21,83.75,64.48
Panjsher,2023,1,60.02,86.37,73.2
Parwan,2023,1,76.52,77.98,77.25
Uruzgan,2023,1,43.41,84.14,63.78
Badakhshan,2023,1,67.01,94.7,80.86
Badghis,2023,1,0.0,100.0,50.0
Baghlan,2023,1,7.48,100.0,53.74
Balkh,2023,1,1.74,100.0,50.87
Bamyan,2023,1,16.32,100.0,58.16
Farah,2023,1,41.99,100.0,71.0
Faryab,2023,1,0.0,100.0,50.0
Ghazni,2023,1,45.04,75.8,60.42
Ghor,2023,1,23.1,94.79,58.94
Hilmand,2023,1,33.39,100.0,66.7
Hirat,2023,1,0.0,91.3,45.65
Jawzjan,2023,1,0.57,100.0,50.29
Kabul,2023,1,48.83,82.12,65.47
Kandahar,2023,1,63.11,100.0,81.55
Kapisa,2023,1,67.66,84.92,76.29
Kunar,2023,1,46.85,85.06,65.96
Kunduz,2023,1,47.36,100.0,73.68
Laghman,2023,1,49.56,89.66,69.61
Logar,2023,1,45.24,80.0,62.62
Nangarhar,2023,1,33.94,94.11,64.02
Nimroz,2023,1,100.0,100.0,100.0
Nuristan,2023,1,57.07,99.53,78.3
Paktya,2023,1,35.96,93.87,64.92
Samangan,2023,1,0.0,100.0,50.0
Sar-e-Pul,2023,1,0.0,100.0,50.0
Takhar,2023,1,25.64,100.0,62.82
Wardak,2023,1,31.26,88.25,59.75
Zabul,2023,1,70.49,68.43,69.46
Khost,2023,2,100.0,54.14,77.07
Paktika,2023,2,86.64,41.81,64.22
Daykundi,2023,2,46.98,68.56,57.77
Panjsher,2023,2,47.08,80.33,63.71
Parwan,2023,2,51.94,65.78,58.86
Uruzgan,2023,2,49.17,52.84,51.0
Badakhshan,2023,2,68.67,80.12,74.39
Badghis,2023,2,63.73,72.02,67.87
Baghlan,2023,2,95.57,51.84,73.71
Balkh,2023,2,71.9,65.92,68.91
Bamyan,2023,2,48.11,68.86,58.48
Farah,2023,2,42.37,34.24,38.31
Faryab,2023,2,64.49,69.23,66.86
Ghazni,2023,2,60.13,53.93,57.03
Ghor,2023,2,45.33,70.63,57.98
Hilmand,2023,2,14.34,37.15,25.74
Hirat,2023,2,65.8,64.09,64.95
Jawzjan,2023,2,45.07,78.38,61.73
Kabul,2023,2,66.0,60.4,63.2
Kandahar,2023,2,12.54,35.87,24.21
Kapisa,2023,2,71.37,61.38,66.37
Kunar,2023,2,68.88,59.71,64.3
Kunduz,2023,2,78.38,33.28,55.83
Laghman,2023,2,61.61,55.11,58.36
Logar,2023,2,68.53,59.2,63.86
Nangarhar,2023,2,53.23,48.79,51.01
Nimroz,2023,2,14.33,50.13,32.23
Nuristan,2023,2,47.4,82.75,65.08
Paktya,2023,2,58.68,55.79,57.23
Samangan,2023,2,87.28,50.47,68.87
Sar-e-Pul,2023,2,91.6,72.12,81.86
Takhar,2023,2,100.0,58.7,79.35
Wardak,2023,2,39.01,69.82,54.41
Zabul,2023,2,74.82,44.26,59.54
Khost,2023,3,100.0,91.55,95.78
Paktika,2023,3,100.0,58.65,79.33
Daykundi,2023,3,80.62,48.25,64.43
Panjsher,2023,3,100.0,45.09,72.55
Parwan,2023,3,95.52,43.65,69.59
Uruzgan,2023,3,41.08,47.11,44.1
Badakhshan,2023,3,80.25,48.69,64.47
Badghis,2023,3,66.76,31.09,48.92
Baghlan,2023,3,89.63,35.15,62.39
Balkh,2023,3,65.95,4.31,35.13
Bamyan,2023,3,79.06,43.46,61.26
Farah,2023,3,36.75,13.41,25.08
Faryab,2023,3,65.69,19.33,42.51
Ghazni,2023,3,96.4,44.73,70.57
Ghor,2023,3,95.13,35.24,65.18
Hilmand,2023,3,14.78,48.78,31.78
Hirat,2023,3,59.91,1.93,30.92
Jawzjan,2023,3,47.92,0.0,23.96
Kabul,2023,3,97.96,62.73,80.34
Kandahar,2023,3,20.28,72.26,46.27
Kapisa,2023,3,88.64,56.78,72.71
Kunar,2023,3,75.41,74.49,74.95
Kunduz,2023,3,92.46,10.3,51.38
Laghman,2023,3,50.58,76.75,63.66
Logar,2023,3,100.0,54.88,77.44
Nangarhar,2023,3,27.57,71.88,49.72
Nimroz,2023,3,90.57,41.28,65.92
Nuristan,2023,3,87.04,57.32,72.18
Paktya,2023,3,100.0,67.36,83.68
Samangan,2023,3,73.52,12.49,43.01
Sar-e-Pul,2023,3,100.0,35.87,67.94
Takhar,2023,3,100.0,44.9,72.45
Wardak,2023,3,95.18,41.18,68.18
Zabul,2023,3,61.83,56.38,59.11
Khost,2023,4,78.75,84.08,81.41
Paktika,2023,4,75.75,89.74,82.75
Daykundi,2023,4,67.55,57.23,62.39
Panjsher,2023,4,48.33,72.14,60.24
Parwan,2023,4,64.54,62.05,63.3
Uruzgan,2023,4,11.21,60.18,35.69
Badakhshan,2023,4,50.89,53.77,52.33
Badghis,2023,4,24.18,25.28,24.73
Baghlan,2023,4,13.01,35.47,24.24
Balkh,2023,4,6.59,36.73,21.66
Bamyan,2023,4,54.38,54.13,54.25
Farah,2023,4,2.75,34.94,18.85
Faryab,2023,4,19.29,18.93,19.11
Ghazni,2023,4,100.0,79.84,89.92
Ghor,2023,4,33.81,37.7,35.75
Hilmand,2023,4,7.45,73.17,40.31
Hirat,2023,4,22.89,30.43,26.66
Jawzjan,2023,4,10.65,33.29,21.97
Kabul,2023,4,74.64,72.6,73.62
Kandahar,2023,4,25.7,96.9,61.3
Kapisa,2023,4,64.07,75.21,69.64
Kunar,2023,4,60.25,75.23,67.74
Kunduz,2023,4,24.94,51.18,38.06
Laghman,2023,4,36.81,72.14,54.48
Logar,2023,4,100.0,72.58,86.29
Nangarhar,2023,4,25.75,73.35,49.55
Nimroz,2023,4,0.48,78.36,39.42
Nuristan,2023,4,30.97,65.78,48.38
Paktya,2023,4,100.0,73.79,86.9
Samangan,2023,4,0.0,37.42,18.71
Sar-e-Pul,2023,4,13.26,39.27,26.26
Takhar,2023,4,74.48,59.35,66.92
Wardak,2023,4,67.96,59.0,63.48
Zabul,2023,4,34.52,81.69,58.11
Khost,2023,5,97.75,100.0,98.87
Paktika,2023,5,83.45,100.0,91.72
Daykundi,2023,5,67.46,56.23,61.85
Panjsher,2023,5,32.13,88.13,60.13
Parwan,2023,5,12.64,94.03,53.33
Uruzgan,2023,5,27.72,100.0,63.86
Badakhshan,2023,5,7.08,96.18,51.63
Badghis,2023,5,13.81,24.51,19.16
Baghlan,2023,5,0.0,18.56,9.28
Balkh,2023,5,3.61,71.13,37.37
Bamyan,2023,5,3.1,43.27,23.19
Farah,2023,5,0.0,81.08,40.54
Faryab,2023,5,11.07,24.82,17.94
Ghazni,2023,5,100.0,100.0,100.0
Ghor,2023,5,40.21,38.17,39.19
Hilmand,2023,5,4.01,77.58,40.8
Hirat,2023,5,11.82,52.72,32.27
Jawzjan,2023,5,6.45,93.88,50.17
Kabul,2023,5,49.19,100.0,74.59
Kandahar,2023,5,33.27,86.8,60.03
Kapisa,2023,5,47.23,100.0,73.61
Kunar,2023,5,73.97,100.0,86.99
Kunduz,2023,5,18.56,90.19,54.37
Laghman,2023,5,66.21,100.0,83.11
Logar,2023,5,76.38,100.0,88.19
Nangarhar,2023,5,47.6,100.0,73.8
Nimroz,2023,5,5.45,82.44,43.95
Nuristan,2023,5,38.03,82.82,60.42
Paktya,2023,5,89.03,100.0,94.51
Samangan,2023,5,0.0,17.38,8.69
Sar-e-Pul,2023,5,13.25,8.53,10.89
Takhar,2023,5,7.02,36.68,21.85
Wardak,2023,5,43.24,99.21,71.23
Zabul,2023,5,55.3,100.0,77.65
Khost,2023,6,100.0,100.0,100.0
Paktika,2023,6,80.83,100.0,90.41
Daykundi,2023,6,52.32,55.89,54.1
Panjsher,2023,6,72.98,42.91,57.94
Parwan,2023,6,16.02,57.55,36.78
Uruzgan,2023,6,18.89,100.0,59.44
Badakhshan,2023,6,27.17,18.18,22.68
Badghis,2023,6,10.94,43.01,26.97
Baghlan,2023,6,0.0,9.12,4.56
Balkh,2023,6,0.0,51.77,25.89
Bamyan,2023,6,42.08,23.74,32.91
Farah,2023,6,0.0,69.68,34.84
Faryab,2023,6,4.81,29.74,17.28
Ghazni,2023,6,77.42,100.0,88.71
Ghor,2023,6,21.5,12.85,17.17
Hilmand,2023,6,10.87,81.49,46.18
Hirat,2023,6,2.82,39.84,21.33
Jawzjan,2023,6,5.47,54.59,30.03
Kabul,2023,6,24.69,83.15,53.92
Kandahar,2023,6,35.13,88.76,61.94
Kapisa,2023,6,13.24,92.11,52.67
Kunar,2023,6,95.88,100.0,97.94
Kunduz,2023,6,3.18,46.64,24.91
Laghman,2023,6,74.16,95.9,85.03
Logar,2023,6,55.88,100.0,77.94
Nangarhar,2023,6,45.81,100.0,72.9
Nimroz,2023,6,0.89,94.66,47.78
Nuristan,2023,6,97.39,50.3,73.85
Paktya,2023,6,74.35,96.36,85.36
Samangan,2023,6,0.0,10.53,5.27
Sar-e-Pul,2023,6,11.9,12.48,12.19
Takhar,2023,6,0.0,7.19,3.6
Wardak,2023,6,60.58,68.4,64.49
Zabul,2023,6,47.42,100.0,73.71
Khost,2023,7,100.0,89.59,94.79
Paktika,2023,7,82.02,89.66,85.84
Daykundi,2023,7,38.97,100.0,69.48
Panjsher,2023,7,17.29,95.64,56.46
Parwan,2023,7,10.23,100.0,55.11
Uruzgan,2023,7,18.84,100.0,59.42
Badakhshan,2023,7,19.18,65.91,42.55
Badghis,2023,7,13.6,100.0,56.8
Baghlan,2023,7,0.0,100.0,50.0
Balkh,2023,7,7.26,100.0,53.63
Bamyan,2023,7,31.53,100.0,65.77
Farah,2023,7,0.0,100.0,50.0
Faryab,2023,7,7.83,100.0,53.91
Ghazni,2023,7,66.27,100.0,83.14
Ghor,2023,7,14.43,100.0,57.22
Hilmand,2023,7,15.97,100.0,57.99
Hirat,2023,7,6.5,100.0,53.25
Jawzjan,2023,7,5.86,100.0,52.93
Kabul,2023,7,36.22,99.3,67.76
Kandahar,2023,7,20.76,100.0,60.38
Kapisa,2023,7,35.54,93.41,64.47
Kunar,2023,7,100.0,100.0,100.0
Kunduz,2023,7,66.53,79.04,72.78
Laghman,2023,7,79.54,76.03,77.78
Logar,2023,7,66.76,93.31,80.04
Nangarhar,2023,7,61.96,72.78,67.37
Nimroz,2023,7,0.0,100.0,50.0
Nuristan,2023,7,100.0,75.1,87.55
Paktya,2023,7,71.32,87.03,79.17
Samangan,2023,7,0.0,100.0,50.0
Sar-e-Pul,2023,7,12.49,100.0,56.25
Takhar,2023,7,10.25,100.0,55.13
Wardak,2023,7,40.51,100.0,70.25
Zabul,2023,7,38.19,89.33,63.76
Khost,2023,8,57.47,41.38,49.42
Paktika,2023,8,77.66,34.69,56.17
Daykundi,2023,8,29.24,76.27,52.75
Panjsher,2023,8,8.53,43.94,26.23
Parwan,2023,8,8.28,41.03,24.65
Uruzgan,2023,8,23.01,61.7,42.35
Badakhshan,2023,8,44.99,76.6,60.8
Badghis,2023,8,16.77,100.0,58.38
Baghlan,2023,8,0.0,96.73,48.37
Balkh,2023,8,22.82,100.0,61.41
Bamyan,2023,8,21.12,83.62,52.37
Farah,2023,8,6.23,100.0,53.12
Faryab,2023,8,11.45,100.0,55.72
Ghazni,2023,8,57.09,34.36,45.73
Ghor,2023,8,8.81,100.0,54.41
Hilmand,2023,8,40.35,100.0,70.18
Hirat,2023,8,10.03,100.0,55.02
Jawzjan,2023,8,4.36,100.0,52.18
Kabul,2023,8,40.67,34.0,37.33
Kandahar,2023,8,36.47,83.71,60.09
Kapisa,2023,8,23.12,33.42,28.27
Kunar,2023,8,58.01,29.44,43.72
Kunduz,2023,8,28.58,100.0,64.29
Laghman,2023,8,62.1,31.08,46.59
Logar,2023,8,67.94,30.91,49.42
Nangarhar,2023,8,35.01,29.64,32.33
Nimroz,2023,8,0.0,100.0,50.0
Nuristan,2023,8,59.58,33.77,46.67
Paktya,2023,8,53.36,27.36,40.36
Samangan,2023,8,0.0,100.0,50.0
Sar-e-Pul,2023,8,11.43,100.0,55.72
Takhar,2023,8,32.8,100.0,66.4
Wardak,2023,8,28.33,34.48,31.41
Zabul,2023,8,34.88,49.72,42.3
Khost,2023,9,41.42,84.89,63.15
Paktika,2023,9,57.13,100.0,78.56
Daykundi,2023,9,19.87,100.0,59.94
Panjsher,2023,9,0.0,100.0,50.0
Parwan,2023,9,0.0,100.0,50.0
Uruzgan,2023,9,27.11,100.0,63.55
Badakhshan,2023,9,0.0,96.05,48.02
Badghis,2023,9,9.7,100.0,54.85
Baghlan,2023,9,0.0,100.0,50.0
Balkh,2023,9,0.0,100.0,50.0
Bamyan,2023,9,22.19,100.0,61.09
Farah,2023,9,10.77,100.0,55.39
Faryab,2023,9,10.73,100.0,55.37
Ghazni,2023,9,54.35,94.05,74.2
Ghor,2023,9,18.03,100.0,59.02
Hilmand,2023,9,17.29,100.0,58.64
Hirat,2023,9,10.02,100.0,55.01
Jawzjan,2023,9,0.0,100.0,50.0
Kabul,2023,9,29.14,95.59,62.36
Kandahar,2023,9,26.75,100.0,63.38
Kapisa,2023,9,0.43,96.97,48.7
Kunar,2023,9,17.46,75.49,46.47
Kunduz,2023,9,3.69,100.0,51.84
Laghman,2023,9,15.44,95.57,55.51
Logar,2023,9,46.93,89.08,68.01
Nangarhar,2023,9,21.3,98.06,59.68
Nimroz,2023,9,0.0,100.0,50.0
Nuristan,2023,9,13.57,91.88,52.72
Paktya,2023,9,35.12,94.13,64.63
Samangan,2023,9,0.0,100.0,50.0
Sar-e-Pul,2023,9,18.74,100.0,59.37
Takhar,2023,9,0.0,100.0,50.0
Wardak,2023,9,16.22,93.9,55.06
Zabul,2023,9,34.98,100.0,67.49
Khost,2023,10,100.0,100.0,100.0
Paktika,2023,10,93.61,100.0,96.8
Daykundi,2023,10,78.13,92.11,85.12
Panjsher,2023,10,61.43,50.92,56.17
Parwan,2023,10,34.96,98.79,66.87
Uruzgan,2023,10,53.95,85.17,69.56
Badakhshan,2023,10,71.22,47.97,59.6
Badghis,2023,10,21.03,43.36,32.2
Baghlan,2023,10,0.0,39.15,19.58
Balkh,2023,10,15.62,50.93,33.28
Bamyan,2023,10,41.58,100.0,70.79
Farah,2023,10,19.05,40.76,29.9
Faryab,2023,10,10.94,31.79,21.36
Ghazni,2023,10,78.99,100.0,89.49
Ghor,2023,10,30.19,81.07,55.63
Hilmand,2023,10,37.15,49.17,43.16
Hirat,2023,10,13.99,27.18,20.58
Jawzjan,2023,10,0.0,54.82,27.41
Kabul,2023,10,82.46,87.21,84.83
Kandahar,2023,10,34.83,77.54,56.18
Kapisa,2023,10,66.88,89.49,78.18
Kunar,2023,10,65.64,60.92,63.28
Kunduz,2023,10,0.0,65.9,32.95
Laghman,2023,10,85.82,90.08,87.95
Logar,2023,10,100.0,100.0,100.0
Nangarhar,2023,10,82.91,81.69,82.3
Nimroz,2023,10,14.65,35.6,25.12
Nuristan,2023,10,31.67,56.7,44.19
Paktya,2023,10,100.0,97.41,98.7
Samangan,2023,10,0.0,58.22,29.11
Sar-e-Pul,2023,10,24.13,79.34,51.73
Takhar,2023,10,17.79,37.4,27.6
Wardak,2023,10,52.01,100.0,76.0
Zabul,2023,10,49.68,89.83,69.76
Khost,2023,11,87.84,56.76,72.3
Paktika,2023,11,51.65,30.89,41.27
Daykundi,2023,11,98.74,16.91,57.83
Panjsher,2023,11,87.8,35.31,61.56
Parwan,2023,11,93.01,9.03,51.02
Uruzgan,2023,11,20.39,12.46,16.42
Badakhshan,2023,11,69.66,36.48,53.07
Badghis,2023,11,18.57,29.86,24.21
Baghlan,2023,11,64.74,27.99,46.36
Balkh,2023,11,0.0,31.18,15.59
Bamyan,2023,11,91.34,0.0,45.67
Farah,2023,11,0.0,38.8,19.4
Faryab,2023,11,6.97,19.8,13.38
Ghazni,2023,11,100.0,17.9,58.95
Ghor,2023,11,92.27,23.36,57.81
Hilmand,2023,11,28.61,44.38,36.49
Hirat,2023,11,6.43,29.86,18.14
Jawzjan,2023,11,0.0,28.45,14.23
Kabul,2023,11,73.52,28.47,50.99
Kandahar,2023,11,29.72,37.73,33.72
Kapisa,2023,11,100.0,30.42,65.21
Kunar,2023,11,87.13,32.65,59.89
Kunduz,2023,11,28.96,50.72,39.84
Laghman,2023,11,100.0,44.46,72.23
Logar,2023,11,96.55,36.09,66.32
Nangarhar,2023,11,86.13,49.42,67.78
Nimroz,2023,11,20.17,40.0,30.08
Nuristan,2023,11,82.93,24.2,53.56
Paktya,2023,11,100.0,31.63,65.81
Samangan,2023,11,70.29,19.44,44.87
Sar-e-Pul,2023,11,100.0,11.52,55.76
Takhar,2023,11,75.94,31.33,53.63
Wardak,2023,11,97.78,6.07,51.93
Zabul,2023,11,43.05,23.71,33.38
