province,year,month,vci,tci,vhi
Kunduz,2016,9,32.15,0.0,16.08
Laghman,2016,9,18.03,0.0,9.02
Logar,2016,9,33.74,0.0,16.87
Nangarhar,2016,9,16.96,0.0,8.48
Nimroz,2016,9,69.94,0.0,34.97
Nuristan,2016,9,61.53,0.0,30.76
Paktya,2016,9,38.98,0.0,19.49
Samangan,2016,9,46.01,0.0,23.01
Sar-e-Pul,2016,9,32.33,0.0,16.17
Takhar,2016,9,29.56,0.0,14.78
Wardak,2016,9,49.44,5.21,27.33
Zabul,2016,9,47.7,0.0,23.85
Khost,2016,10,5.09,17.45,11.27
Paktika,2016,10,38.96,46.08,42.52
Daykundi,2016,10,57.33,49.64,53.49
Panjsher,2016,10,100.0,7.7,53.85
Parwan,2016,10,56.89,31.7,44.3
Uruzgan,2016,10,60.83,49.47,55.15
Badakhshan,2016,10,88.04,25.84,56.94
Badghis,2016,10,41.97,80.95,61.46
Baghlan,2016,10,50.21,36.02,43.11
Balkh,2016,10,13.67,69.96,41.82
Bamyan,2016,10,80.23,39.89,60.06
Farah,2016,10,44.12,66.37,55.25
Faryab,2016,10,48.36,93.17,70.77
Ghazni,2016,10,34.37,37.41,35.89
Ghor,2016,10,60.86,51.58,56.22
Hilmand,2016,10,4.28,57.4,30.84
Hirat,2016,10,31.36,75.74,53.55
Jawzjan,2016,10,45.88,94.05,69.97
Kabul,2016,10,26.91,33.86,30.39
Kandahar,2016,10,34.38,62.71,48.54
Kapisa,2016,10,26.48,14.61,20.55
Kunar,2016,10,17.5,24.82,21.16
Kunduz,2016,10,13.64,63.74,38.69
Laghman,2016,10,20.71,12.98,16.85
Logar,2016,10,41.96,30.57,36.27
Nangarhar,2016,10,21.7,9.28,15.49
Nimroz,2016,10,54.04,57.0,55.52
Nuristan,2016,10,100.0,12.05,56.02
Paktya,2016,10,26.72,29.32,28.02
Samangan,2016,10,31.72,50.62,41.17
Sar-e-Pul,2016,10,41.49,59.55,50.52
Takhar,2016,10,44.21,24.16,34.18
Wardak,2016,10,39.8,37.53,38.67
Zabul,2016,10,55.64,50.97,53.31
Khost,2016,11,20.84,0.0,10.42
Paktika,2016,11,25.95,3.7,14.82
Daykundi,2016,11,100.0,12.17,56.08
Panjsher,2016,11,100.0,18.6,59.3
Parwan,2016,11,100.0,0.8,50.4
Uruzgan,2016,11,73.55,18.61,46.08
Badakhshan,2016,11,42.94,52.87,47.91
Badghis,2016,11,27.26,36.93,32.1
Baghlan,2016,11,75.29,39.67,57.48
Balkh,2016,11,11.77,45.2,28.48
Bamyan,2016,11,100.0,8.53,54.26
Farah,2016,11,43.24,31.87,37.55
Faryab,2016,11,12.17,48.34,30.25
Ghazni,2016,11,90.47,8.3,49.39
Ghor,2016,11,100.0,19.48,59.74
Hilmand,2016,11,17.79,27.84,22.81
Hirat,2016,11,26.09,66.16,46.13
Jawzjan,2016,11,27.28,23.47,25.37
Kabul,2016,11,43.55,6.37,24.96
Kandahar,2016,11,24.11,26.32,25.21
Kapisa,2016,11,82.31,0.0,41.15
Kunar,2016,11,47.42,0.0,23.71
Kunduz,2016,11,0.0,97.39,48.7
Laghman,2016,11,29.34,0.0,14.67
Logar,2016,11,73.02,15.01,44.01
Nangarhar,2016,11,22.85,0.0,11.43
Nimroz,2016,11,71.26,15.71,43.49
Nuristan,2016,11,100.0,10.37,55.19
Paktya,2016,11,68.19,12.43,40.31
Samangan,2016,11,71.23,35.38,53.31
Sar-e-Pul,2016,11,92.95,38.49,65.72
Takhar,2016,11,33.65,67.72,50.69
Wardak,2016,11,100.0,13.51,56.75
Zabul,2016,11,50.33,5.95,28.14
Khost,2016,12,24.67,0.0,12.34
Paktika,2016,12,36.08,0.0,18.04
Daykundi,2016,12,82.18,0.0,41.09
Panjsher,2016,12,69.09,0.0,34.55
Parwan,2016,12,73.5,0.0,36.75
Uruzgan,2016,12,90.69,0.0,45.35
Badakhshan,2016,12,86.21,4.1,45.16
Badghis,2016,12,42.78,0.0,21.39
Baghlan,2016,12,100.0,0.0,50.0
Balkh,2016,12,55.26,28.32,41.79
Bamyan,2016,12,69.05,1.14,35.1
Farah,2016,12,26.14,0.0,13.07
Faryab,2016,12,53.32,3.46,28.39
Ghazni,2016,12,97.55,0.0,48.77
Ghor,2016,12,89.46,0.0,44.73
Hilmand,2016,12,31.78,0.0,15.89
Hirat,2016,12,12.35,0.0,6.17
Jawzjan,2016,12,38.44,17.2,27.82
Kabul,2016,12,62.97,0.0,31.48
Kandahar,2016,12,25.03,0.0,12.52
Kapisa,2016,12,87.81,0.0,43.9
Kunar,2016,12,44.73,0.0,22.36
Kunduz,2016,12,27.65,28.74,28.19
Laghman,2016,12,42.73,0.0,21.37
Logar,2016,12,86.56,0.0,43.28
Nangarhar,2016,12,11.01,0.0,5.5
Nimroz,2016,12,61.61,0.0,30.8
Nuristan,2016,12,43.26,10.19,26.73
Paktya,2016,12,79.37,0.0,39.69
Samangan,2016,12,100.0,2.33,51.16
Sar-e-Pul,2016,12,79.38,6.76,43.07
Takhar,2016,12,100.0,8.89,54.44
Wardak,2016,12,89.21,0.0,44.61
Zabul,2016,12,48.41,0.0,24.21
Khost,2017,1,33.89,90.39,62.14
Paktika,2017,1,67.38,36.94,52.16
Daykundi,2017,1,78.54,50.55,64.55
Panjsher,2017,1,0.21,75.01,37.61
Parwan,2017,1,38.06,76.88,57.47
Uruzgan,2017,1,77.01,41.58,59.29
Badakhshan,2017,1,33.16,82.23,57.7
Badghis,2017,1,6.94,70.6,38.77
Baghlan,2017,1,0.0,80.8,40.4
Balkh,2017,1,36.41,94.66,65.53
Bamyan,2017,1,48.56,68.74,58.65
Farah,2017,1,48.98,48.08,48.53
Faryab,2017,1,26.46,61.55,44.01
Ghazni,2017,1,60.71,41.34,51.03
Ghor,2017,1,57.12,56.75,56.93
Hilmand,2017,1,38.89,37.71,38.3
Hirat,2017,1,33.74,52.48,43.11
Jawzjan,2017,1,28.65,56.29,42.47
Kabul,2017,1,42.66,67.56,55.11
Kandahar,2017,1,68.08,55.92,62.0
Kapisa,2017,1,33.69,62.77,48.23
Kunar,2017,1,34.03,62.89,48.46
Kunduz,2017,1,56.31,76.59,66.45
Laghman,2017,1,0.0,87.14,43.57
Logar,2017,1,54.66,57.02,55.84
Nangarhar,2017,1,0.0,96.47,48.23
Nimroz,2017,1,76.28,34.96,55.62
Nuristan,2017,1,35.26,69.89,52.57
Paktya,2017,1,43.5,60.28,51.89
Samangan,2017,1,67.69,72.74,70.22
Sar-e-Pul,2017,1,13.96,81.05,47.5
Takhar,2017,1,0.0,70.35,35.17
Wardak,2017,1,40.09,68.07,54.08
Zabul,2017,1,78.11,34.42,56.26
Khost,2017,2,27.77,68.72,48.25
Paktika,2017,2,57.79,66.61,62.2
Daykundi,2017,2,23.41,80.1,51.75
Panjsher,2017,2,3.78,91.55,47.66
Parwan,2017,2,0.0,87.65,43.82
Uruzgan,2017,2,28.77,78.93,53.85
Badakhshan,2017,2,15.85,91.62,53.74
Badghis,2017,2,0.0,100.0,50.0
Baghlan,2017,2,0.0,94.24,47.12
Balkh,2017,2,0.0,100.0,50.0
Bamyan,2017,2,12.02,91.45,51.74
Farah,2017,2,19.83,68.85,44.34
Faryab,2017,2,16.3,100.0,58.15
Ghazni,2017,2,23.38,78.82,51.1
Ghor,2017,2,7.86,92.41,50.14
Hilmand,2017,2,40.82,80.55,60.68
Hirat,2017,2,15.21,79.84,47.53
Jawzjan,2017,2,34.18,100.0,67.09
Kabul,2017,2,3.7,86.92,45.31
Kandahar,2017,2,41.69,79.33,60.51
Kapisa,2017,2,6.35,85.41,45.88
Kunar,2017,2,35.21,70.95,53.08
Kunduz,2017,2,0.0,100.0,50.0
Laghman,2017,2,32.29,75.13,53.71
Logar,2017,2,21.81,80.66,51.24
Nangarhar,2017,2,0.0,70.41,35.2
Nimroz,2017,2,100.0,87.59,93.79
Nuristan,2017,2,17.75,87.38,52.57
Paktya,2017,2,21.43,78.98,50.21
Samangan,2017,2,0.0,92.16,46.08
Sar-e-Pul,2017,2,0.0,100.0,50.0
Takhar,2017,2,0.0,100.0,50.0
Wardak,2017,2,8.42,87.19,47.81
Zabul,2017,2,42.45,75.05,58.75
Khost,2017,3,76.26,57.0,66.63
Paktika,2017,3,79.45,46.07,62.76
Daykundi,2017,3,48.93,80.93,64.93
Panjsher,2017,3,38.43,91.46,64.94
Parwan,2017,3,36.69,74.09,55.39
Uruzgan,2017,3,36.68,76.19,56.44
Badakhshan,2017,3,25.68,100.0,62.84
Badghis,2017,3,30.9,79.4,55.15
Baghlan,2017,3,31.8,57.97,44.88
Balkh,2017,3,48.6,70.04,59.32
Bamyan,2017,3,18.6,92.55,55.58
Farah,2017,3,54.24,71.89,63.07
Faryab,2017,3,30.53,75.56,53.05
Ghazni,2017,3,51.98,56.84,54.41
Ghor,2017,3,52.5,78.77,65.64
Hilmand,2017,3,31.84,69.05,50.45
Hirat,2017,3,16.08,78.84,47.46
Jawzjan,2017,3,39.63,68.34,53.98
Kabul,2017,3,52.56,61.55,57.06
Kandahar,2017,3,42.39,81.29,61.84
Kapisa,2017,3,40.74,54.36,47.55
Kunar,2017,3,65.57,61.69,63.63
Kunduz,2017,3,21.7,33.11,27.4
Laghman,2017,3,39.1,73.38,56.24
Logar,2017,3,57.02,59.84,58.43
Nangarhar,2017,3,9.4,55.19,32.3
Nimroz,2017,3,45.81,65.83,55.82
Nuristan,2017,3,48.07,82.88,65.47
Paktya,2017,3,63.04,69.34,66.19
Samangan,2017,3,39.73,78.15,58.94
Sar-e-Pul,2017,3,9.87,96.28,53.08
Takhar,2017,3,16.71,67.0,41.85
Wardak,2017,3,46.27,72.03,59.15
Zabul,2017,3,59.5,62.45,60.97
Khost,2017,4,8.28,0.62,4.45
Paktika,2017,4,31.35,6.68,19.02
Daykundi,2017,4,26.25,32.61,29.43
Panjsher,2017,4,11.98,76.35,44.17
Parwan,2017,4,2.43,43.53,22.98
Uruzgan,2017,4,28.51,16.07,22.29
Badakhshan,2017,4,0.0,95.9,47.95
Badghis,2017,4,47.45,48.06,47.76
Baghlan,2017,4,24.97,80.88,52.92
Balkh,2017,4,84.44,65.03,74.73
Bamyan,2017,4,23.09,78.83,50.96
Farah,2017,4,56.91,38.95,47.93
Faryab,2017,4,65.95,57.06,61.5
Ghazni,2017,4,47.51,30.23,38.87
Ghor,2017,4,51.36,35.73,43.55
Hilmand,2017,4,31.4,14.9,23.15
Hirat,2017,4,51.57,53.35,52.46
Jawzjan,2017,4,77.74,74.2,75.97
Kabul,2017,4,1.52,30.34,15.93
Kandahar,2017,4,49.56,22.33,35.95
Kapisa,2017,4,13.43,21.17,17.3
Kunar,2017,4,11.76,14.11,12.93
Kunduz,2017,4,61.49,84.88,73.19
Laghman,2017,4,16.15,10.58,13.37
Logar,2017,4,19.14,36.67,27.91
Nangarhar,2017,4,5.47,5.89,5.68
Nimroz,2017,4,79.55,35.3,57.42
Nuristan,2017,4,16.64,48.51,32.58
Paktya,2017,4,16.13,21.43,18.78
Samangan,2017,4,51.66,55.02,53.34
Sar-e-Pul,2017,4,52.05,68.67,60.36
Takhar,2017,4,0.0,100.0,50.0
Wardak,2017,4,20.78,52.4,36.59
Zabul,2017,4,49.34,29.28,39.31
Khost,2017,5,32.35,3.71,18.03
Paktika,2017,5,31.59,0.62,16.11
Daykundi,2017,5,51.31,7.2,29.26
Panjsher,2017,5,33.82,26.49,30.15
Parwan,2017,5,39.65,0.0,19.83
Uruzgan,2017,5,37.99,12.88,25.44
Badakhshan,2017,5,24.31,49.27,36.79
Badghis,2017,5,38.73,15.05,26.89
Baghlan,2017,5,70.92,0.0,35.46
Balkh,2017,5,93.74,4.65,49.2
Bamyan,2017,5,67.36,30.17,48.77
Farah,2017,5,55.47,14.47,34.97
Faryab,2017,5,52.99,13.71,33.35
Ghazni,2017,5,51.96,13.47,32.72
Ghor,2017,5,63.93,4.23,34.08
Hilmand,2017,5,48.85,13.62,31.23
Hirat,2017,5,52.81,13.96,33.38
Jawzjan,2017,5,76.26,25.34,50.8
Kabul,2017,5,35.26,0.0,17.63
Kandahar,2017,5,57.47,15.02,36.25
Kapisa,2017,5,46.54,0.0,23.27
Kunar,2017,5,54.8,0.0,27.4
Kunduz,2017,5,90.64,0.0,45.32
Laghman,2017,5,44.94,0.9,22.92
Logar,2017,5,39.82,19.79,29.8
Nangarhar,2017,5,22.13,5.43,13.78
Nimroz,2017,5,76.08,0.0,38.04
Nuristan,2017,5,55.38,9.53,32.45
Paktya,2017,5,54.98,25.4,40.19
Samangan,2017,5,60.6,0.0,30.3
Sar-e-Pul,2017,5,69.61,0.0,34.81
Takhar,2017,5,85.71,12.96,49.33
Wardak,2017,5,24.11,20.89,22.5
Zabul,2017,5,47.0,9.66,28.33
Khost,2017,6,16.04,19.54,17.79
Paktika,2017,6,24.15,0.0,12.08
Daykundi,2017,6,47.74,0.0,23.87
Panjsher,2017,6,79.48,0.0,39.74
Parwan,2017,6,53.49,0.0,26.75
Uruzgan,2017,6,45.72,0.0,22.86
Badakhshan,2017,6,97.16,11.06,54.11
Badghis,2017,6,49.08,24.59,36.84
Baghlan,2017,6,70.08,0.0,35.04
Balkh,2017,6,100.0,42.06,71.03
Bamyan,2017,6,73.18,0.0,36.59
Farah,2017,6,57.44,5.5,31.47
Faryab,2017,6,56.86,27.45,42.15
Ghazni,2017,6,51.02,0.0,25.51
Ghor,2017,6,44.93,0.0,22.46
Hilmand,2017,6,58.33,0.0,29.16
Hirat,2017,6,53.46,36.02,44.74
Jawzjan,2017,6,73.01,55.57,64.29
Kabul,2017,6,32.75,0.0,16.38
Kandahar,2017,6,63.6,12.17,37.88
Kapisa,2017,6,33.69,0.0,16.84
Kunar,2017,6,37.74,5.3,21.52
Kunduz,2017,6,100.0,15.08,57.54
Laghman,2017,6,40.01,6.06,23.03
Logar,2017,6,37.64,0.0,18.82
Nangarhar,2017,6,14.57,0.0,7.28
Nimroz,2017,6,67.77,10.99,39.38
Nuristan,2017,6,96.46,0.0,48.23
Paktya,2017,6,49.71,9.66,29.69
Samangan,2017,6,55.96,0.0,27.98
Sar-e-Pul,2017,6,65.58,9.98,37.78
Takhar,2017,6,76.89,0.0,38.44
Wardak,2017,6,56.63,0.0,28.32
Zabul,2017,6,42.97,0.0,21.48
Khost,2017,7,13.06,41.81,27.44
Paktika,2017,7,9.64,4.93,7.28
Daykundi,2017,7,39.05,18.4,28.72
Panjsher,2017,7,47.75,0.0,23.88
Parwan,2017,7,39.78,3.52,21.65
Uruzgan,2017,7,41.8,15.42,28.61
Badakhshan,2017,7,69.66,30.92,50.29
Badghis,2017,7,54.01,51.52,52.76
Baghlan,2017,7,50.71,5.61,28.16
Balkh,2017,7,100.0,62.98,81.49
Bamyan,2017,7,65.98,16.99,41.48
Farah,2017,7,52.55,63.67,58.11
Faryab,2017,7,61.56,68.24,64.9
Ghazni,2017,7,30.42,0.0,15.21
Ghor,2017,7,41.85,16.12,28.98
Hilmand,2017,7,50.25,44.38,47.32
Hirat,2017,7,55.94,79.68,67.81
Jawzjan,2017,7,80.64,78.83,79.74
Kabul,2017,7,42.1,29.79,35.95
Kandahar,2017,7,56.68,32.72,44.7
Kapisa,2017,7,50.52,14.17,32.34
Kunar,2017,7,24.18,63.68,43.93
Kunduz,2017,7,59.24,50.23,54.73
Laghman,2017,7,19.81,40.53,30.17
Logar,2017,7,30.13,29.97,30.05
Nangarhar,2017,7,7.1,40.09,23.59
Nimroz,2017,7,56.43,55.78,56.1
Nuristan,2017,7,6.78,15.9,11.34
Paktya,2017,7,37.28,35.96,36.62
Samangan,2017,7,61.54,15.72,38.63
Sar-e-Pul,2017,7,66.63,52.07,59.35
Takhar,2017,7,57.92,24.92,41.42
Wardak,2017,7,43.98,17.45,30.72
Zabul,2017,7,34.32,1.5,17.91
Khost,2017,8,18.73,35.55,27.14
Paktika,2017,8,13.12,0.0,6.56
Daykundi,2017,8,29.21,37.85,33.53
Panjsher,2017,8,20.52,17.99,19.26
Parwan,2017,8,33.03,4.12,18.57
Uruzgan,2017,8,38.08,28.28,33.18
Badakhshan,2017,8,43.43,34.91,39.17
Badghis,2017,8,50.16,10.55,30.35
Baghlan,2017,8,38.6,9.1,23.85
Balkh,2017,8,100.0,4.05,52.03
Bamyan,2017,8,49.28,30.32,39.8
Farah,2017,8,50.03,26.12,38.07
Faryab,2017,8,60.04,7.07,33.55
Ghazni,2017,8,13.16,1.81,7.49
Ghor,2017,8,40.7,31.57,36.14
Hilmand,2017,8,45.48,43.44,44.46
Hirat,2017,8,52.25,24.55,38.4
Jawzjan,2017,8,78.2,6.37,42.28
Kabul,2017,8,37.23,29.07,33.15
Kandahar,2017,8,57.34,29.26,43.3
Kapisa,2017,8,39.81,19.92,29.86
Kunar,2017,8,16.29,23.08,19.69
Kunduz,2017,8,84.31,7.48,45.9
Laghman,2017,8,35.78,34.79,35.28
Logar,2017,8,21.46,17.37,19.42
Nangarhar,2017,8,10.49,28.43,19.46
Nimroz,2017,8,68.73,3.95,36.34
Nuristan,2017,8,9.04,34.31,21.68
Paktya,2017,8,36.92,18.99,27.95
Samangan,2017,8,58.56,0.0,29.28
Sar-e-Pul,2017,8,60.44,10.0,35.22
Takhar,2017,8,45.6,15.08,30.34
Wardak,2017,8,22.66,17.96,20.31
Zabul,2017,8,35.18,8.38,21.78
Khost,2017,9,1.58,12.37,6.98
Paktika,2017,9,0.62,19.17,9.89
Daykundi,2017,9,18.53,62.68,40.61
Panjsher,2017,9,49.4,81.02,65.21
Parwan,2017,9,31.16,51.91,41.54
Uruzgan,2017,9,37.68,48.55,43.11
Badakhshan,2017,9,41.81,83.28,62.55
Badghis,2017,9,40.29,41.1,40.69
Baghlan,2017,9,42.39,57.93,50.16
Balkh,2017,9,70.56,77.45,74.0
Bamyan,2017,9,47.25,68.83,58.04
Farah,2017,9,44.01,56.46,50.23
Faryab,2017,9,51.05,54.35,52.7
Ghazni,2017,9,14.61,30.04,22.32
Ghor,2017,9,38.84,65.09,51.97
Hilmand,2017,9,30.96,52.07,41.51
Hirat,2017,9,49.28,48.37,48.83
Jawzjan,2017,9,68.89,58.03,63.46
Kabul,2017,9,22.41,43.09,32.75
Kandahar,2017,9,51.75,22.79,37.27
Kapisa,2017,9,16.7,35.49,26.1
Kunar,2017,9,3.18,26.37,14.78
Kunduz,2017,9,66.21,80.73,73.47
Laghman,2017,9,14.62,25.86,20.24
Logar,2017,9,12.08,30.87,21.47
Nangarhar,2017,9,0.0,13.72,6.86
Nimroz,2017,9,55.45,44.32,49.89
Nuristan,2017,9,17.87,73.04,45.45
Paktya,2017,9,19.47,31.32,25.4
Samangan,2017,9,42.27,68.52,55.39
Sar-e-Pul,2017,9,42.44,74.39,58.41
Takhar,2017,9,49.78,73.31,61.54
Wardak,2017,9,18.64,51.12,34.88
Zabul,2017,9,35.08,29.73,32.41
Khost,2017,10,0.0,0.0,0.0
Paktika,2017,10,14.09,0.0,7.05
Daykundi,2017,10,34.67,0.0,17.34
Panjsher,2017,10,89.24,0.0,44.62
Parwan,2017,10,48.05,0.0,24.03
Uruzgan,2017,10,40.25,0.0,20.13
Badakhshan,2017,10,100.0,0.0,50.0
Badghis,2017,10,28.55,0.0,14.27
Baghlan,2017,10,49.66,0.0,24.83
Balkh,2017,10,0.0,0.0,0.0
Bamyan,2017,10,30.33,0.0,15.17
Farah,2017,10,51.62,0.0,25.81
Faryab,2017,10,27.0,0.0,13.5
Ghazni,2017,10,20.72,0.0,10.36
Ghor,2017,10,26.14,0.0,13.07
Hilmand,2017,10,29.98,0.0,14.99
Hirat,2017,10,50.31,0.0,25.16
Jawzjan,2017,10,27.82,12.23,20.02
Kabul,2017,10,23.97,0.0,11.99
Kandahar,2017,10,51.58,0.0,25.79
Kapisa,2017,10,22.25,0.0,11.12
Kunar,2017,10,0.0,0.0,0.0
Kunduz,2017,10,41.96,19.55,30.76
Laghman,2017,10,0.01,0.66,0.34
Logar,2017,10,23.09,0.0,11.54
Nangarhar,2017,10,0.0,0.37,0.19
Nimroz,2017,10,48.35,3.79,26.07
Nuristan,2017,10,80.49,0.0,40.24
Paktya,2017,10,19.83,0.0,9.91
Samangan,2017,10,13.97,0.0,6.98
Sar-e-Pul,2017,10,24.84,0.0,12.42
Takhar,2017,10,62.54,0.0,31.27
Wardak,2017,10,5.81,0.0,2.9
Zabul,2017,10,45.93,0.0,22.97
Khost,2017,11,0.0,40.18,20.09
Paktika,2017,11,10.21,2.94,6.58
Daykundi,2017,11,59.77,0.0,29.89
Panjsher,2017,11,87.02,0.0,43.51
Parwan,2017,11,69.26,3.93,36.6
Uruzgan,2017,11,0.0,0.0,0.0
Badakhshan,2017,11,100.0,0.0,50.0
Badghis,2017,11,18.53,0.0,9.26
Baghlan,2017,11,80.14,0.0,40.07
Balkh,2017,11,23.31,0.0,11.66
Bamyan,2017,11,58.36,14.66,36.51
Farah,2017,11,36.2,0.0,18.1
Faryab,2017,11,14.27,0.0,7.13
Ghazni,2017,11,15.04,20.9,17.97
Ghor,2017,11,57.75,0.0,28.87
Hilmand,2017,11,25.24,0.0,12.62
Hirat,2017,11,39.19,0.0,19.59
Jawzjan,2017,11,34.06,0.0,17.03
Kabul,2017,11,29.88,18.39,24.13
Kandahar,2017,11,41.27,0.0,20.63
Kapisa,2017,11,66.72,7.05,36.89
Kunar,2017,11,0.0,21.6,10.8
Kunduz,2017,11,28.93,0.0,14.47
Laghman,2017,11,0.0,33.76,16.88
Logar,2017,11,45.82,14.53,30.17
Nangarhar,2017,11,0.0,47.38,23.69
Nimroz,2017,11,22.74,0.0,11.37
Nuristan,2017,11,66.76,0.0,33.38
Paktya,2017,11,32.68,13.67,23.17
Samangan,2017,11,73.03,0.0,36.51
Sar-e-Pul,2017,11,69.5,0.0,34.75
Takhar,2017,11,94.06,0.0,47.03
Wardak,2017,11,66.77,9.27,38.02
Zabul,2017,11,32.85,0.0,16.42
Khost,2017,12,0.0,79.33,39.67
Paktika,2017,12,0.0,60.37,30.18
Daykundi,2017,12,86.75,13.2,49.98
Panjsher,2017,12,21.28,73.67,47.47
Parwan,2017,12,37.25,54.9,46.08
Uruzgan,2017,12,0.0,31.15,15.58
Badakhshan,2017,12,60.96,47.5,54.23
Badghis,2017,12,32.65,8.12,20.39
Baghlan,2017,12,34.06,43.22,38.64
Balkh,2017,12,14.53,15.85,15.19
Bamyan,2017,12,43.32,39.73,41.53
Farah,2017,12,40.19,30.58,35.39
Faryab,2017,12,38.27,5.51,21.89
Ghazni,2017,12,20.38,59.78,40.08
Ghor,2017,12,88.94,5.4,47.17
Hilmand,2017,12,3.05,67.97,35.51
Hirat,2017,12,22.57,13.08,17.82
Jawzjan,2017,12,27.37,7.82,17.59
Kabul,2017,12,0.0,73.79,36.89
Kandahar,2017,12,17.38,67.91,42.64
Kapisa,2017,12,0.0,70.48,35.24
Kunar,2017,12,0.0,74.44,37.22
Kunduz,2017,12,0.0,44.58,22.29
Laghman,2017,12,0.0,92.04,46.02
Logar,2017,12,33.18,67.91,50.55
Nangarhar,2017,12,0.0,81.57,40.78
Nimroz,2017,12,5.95,78.04,42.0
Nuristan,2017,12,23.7,78.51,51.1
Paktya,2017,12,27.32,53.07,40.19
Samangan,2017,12,72.52,18.91,45.72
Sar-e-Pul,2017,12,62.57,18.42,40.49
Takhar,2017,12,36.83,43.92,40.37
Wardak,2017,12,59.83,36.3,48.06
Zabul,2017,12,5.78,55.25,30.52
Khost,2018,1,35.98,0.0,17.99
Paktika,2018,1,83.81,0.0,41.91
Daykundi,2018,1,100.0,0.0,50.0
Panjsher,2018,1,100.0,0.0,50.0
Parwan,2018,1,100.0,0.0,50.0
Uruzgan,2018,1,83.0,0.0,41.5
Badakhshan,2018,1,100.0,0.0,50.0
Badghis,2018,1,17.95,0.0,8.98
Baghlan,2018,1,59.3,0.0,29.65
Balkh,2018,1,0.0,0.0,0.0
Bamyan,2018,1,100.0,0.0,50.0
Farah,2018,1,53.85,0.0,26.92
Faryab,2018,1,11.71,0.0,5.85
Ghazni,2018,1,89.54,0.0,44.77
Ghor,2018,1,100.0,0.0,50.0
Hilmand,2018,1,8.14,0.0,4.07
Hirat,2018,1,50.64,0.0,25.32
Jawzjan,2018,1,0.0,0.0,0.0
Kabul,2018,1,86.36,0.0,43.18
Kandahar,2018,1,15.14,0.0,7.57
Kapisa,2018,1,66.58,0.0,33.29
Kunar,2018,1,83.5,0.0,41.75
Kunduz,2018,1,0.0,50.83,25.42
Laghman,2018,1,66.17,0.0,33.08
Logar,2018,1,100.0,0.0,50.0
Nangarhar,2018,1,51.41,0.0,25.71
Nimroz,2018,1,27.67,3.49,15.58
Nuristan,2018,1,100.0,0.0,50.0
Paktya,2018,1,100.0,0.0,50.0
Samangan,2018,1,100.0,0.0,50.0
Sar-e-Pul,2018,1,47.53,0.0,23.76
Takhar,2018,1,43.66,0.0,21.83
Wardak,2018,1,100.0,0.0,50.0
Zabul,2018,1,89.73,0.0,44.87
Khost,2018,2,71.53,49.72,60.63
Paktika,2018,2,89.74,42.27,66.01
Daykundi,2018,2,78.96,34.24,56.6
Panjsher,2018,2,46.98,59.8,53.39
Parwan,2018,2,56.74,53.22,54.98
Uruzgan,2018,2,55.87,35.38,45.63
Badakhshan,2018,2,93.85,34.18,64.02
Badghis,2018,2,8.08,34.61,21.35
Baghlan,2018,2,64.1,44.12,54.11
Balkh,2018,2,23.54,63.89,43.71
Bamyan,2018,2,100.0,39.25,69.62
Farah,2018,2,52.41,24.63,38.52
Faryab,2018,2,0.0,34.49,17.25
Ghazni,2018,2,74.55,40.7,57.62
Ghor,2018,2,85.99,40.89,63.44
Hilmand,2018,2,15.98,28.73,22.35
Hirat,2018,2,51.7,33.86,42.78
Jawzjan,2018,2,0.0,31.38,15.69
Kabul,2018,2,67.09,45.17,56.13
Kandahar,2018,2,0.0,40.02,20.01
Kapisa,2018,2,62.45,49.95,56.2
Kunar,2018,2,64.23,55.22,59.72
Kunduz,2018,2,12.5,84.09,48.29
Laghman,2018,2,63.06,47.88,55.47
Logar,2018,2,79.57,34.93,57.25
Nangarhar,2018,2,74.98,47.45,61.21
Nimroz,2018,2,0.0,35.21,17.6
Nuristan,2018,2,52.19,61.95,57.07
Paktya,2018,2,74.81,39.06,56.94
Samangan,2018,2,36.48,71.77,54.13
Sar-e-Pul,2018,2,20.3,61.3,40.8
Takhar,2018,2,13.87,55.97,34.92
Wardak,2018,2,83.13,35.97,59.55
Zabul,2018,2,76.07,45.3,60.68
Khost,2018,3,78.26,41.67,59.97
Paktika,2018,3,80.85,30.29,55.57
Daykundi,2018,3,78.81,29.83,54.32
Panjsher,2018,3,63.38,24.49,43.94
Parwan,2018,3,79.06,11.06,45.06
Uruzgan,2018,3,31.68,20.28,25.98
Badakhshan,2018,3,49.18,21.47,35.33
Badghis,2018,3,0.0,0.0,0.0
Baghlan,2018,3,30.45,0.0,15.22
Balkh,2018,3,0.0,0.0,0.0
Bamyan,2018,3,75.86,18.88,47.37
Farah,2018,3,12.91,0.0,6.46
Faryab,2018,3,0.0,0.0,0.0
Ghazni,2018,3,91.61,21.65,56.63
Ghor,2018,3,88.27,28.12,58.2
Hilmand,2018,3,9.49,0.0,4.75
Hirat,2018,3,0.6,0.0,0.3
Jawzjan,2018,3,0.0,6.18,3.09
Kabul,2018,3,74.54,25.96,50.25
Kandahar,2018,3,0.0,21.78,10.89
Kapisa,2018,3,76.75,16.34,46.54
Kunar,2018,3,100.0,17.54,58.77
Kunduz,2018,3,6.58,0.0,3.29
Laghman,2018,3,83.1,31.66,57.38
Logar,2018,3,77.53,26.69,52.11
Nangarhar,2018,3,65.54,28.53,47.04
Nimroz,2018,3,55.66,0.0,27.83
Nuristan,2018,3,74.84,22.92,48.88
